RK,Team,Name,Position,Position Rank,Ceiling,Average,Floor,Standard Deviation
88,GB,Randall Cobb,WR,48,72,89.5,107,10.8
89,KC,Mecole Hardman,WR,49,86,89.6,99,3.5
90,NE,Hunter Henry,TE,8,82,90.8,112,7.9
91,NYG,Kadarius Toney,WR,50,48,91.5,182,32.3
92,BUF,Devin Singletary,RB,34,74,92.0,106,8.8
93,DEN,Tim Patrick,WR,51,83,93.1,102,5.3
94,LAR,Van Jefferson,WR,52,83,94.7,100,3.9
95,ARI,Rondale Moore,WR,53,90,95.3,109,5.8
96,DET,Jamaal Williams,RB,35,89,99.6,108,3.8
97,IND,T.Y. Hilton,WR,54,86,99.7,118,8.2
98,LAR,Tyler Higbee,TE,9,92,100.3,110,6.4
99,MIN,K.J. Osborn,WR,55,91,101.3,112,5.6
100,DET,Kalif Raymond,WR,56,90,102.3,117,6.8
101,ATL,Mike Davis,RB,36,84,103.0,130,10.5
102,ARI,Zach Ertz,TE,10,82,103.3,120,10.4
103,TB,Antonio Brown,WR,57,36,46.2,121,18.6
104,DET,Amon-Ra St. Brown,WR,58,97,106.0,115,5.2
105,ATL,Russell Gage,WR,59,97,106.8,115,3.7
106,NE,Nelson Agholor,WR,60,100,107.1,115,4.2
107,GB,AJ Dillon,RB,37,89,107.6,129,9.4
108,PHI,Quez Watkins,WR,61,105,111.2,118,3.8
109,PHI,Jalen Reagor,WR,62,107,111.5,119,3.6
110,NYG,Darius Slayton,WR,63,94,112.0,139,9.1
111,NYJ,Jamison Crowder,WR,64,99,112.5,122,6.5
112,PHI,Boston Scott,RB,38,74,114.0,142,17.9
113,IND,Zach Pascal,WR,65,105,114.0,119,4.1
114,MIA,DeVante Parker,WR,66,93,114.9,157,14.3
115,NE,Kendrick Bourne,WR,67,109,115.3,121,2.9
116,CIN,C.J. Uzomah,TE,11,100,118.1,127,6.7
117,WAS,Ricky Seals-Jones,TE,12,112,119.8,127,3.6
118,GB,Robert Tonyan,TE,13,101,121.5,131,5.5
119,CLE,D'Ernest Johnson,RB,39,103,121.7,137,9.4
120,LAC,Jared Cook,TE,14,116,122.9,134,4.2
121,DAL,Michael Gallup,WR,68,78,114.7,174,28.7
122,IND,Nyheim Hines,RB,40,106,124.0,139,10.3
123,TB,Rob Gronkowski,TE,15,92,124.9,151,15.9
124,GB,Equanimeous St. Brown,WR,69,102,125.7,167,20.3
125,NYG,Evan Engram,TE,16,121,127.0,135,3.8
126,NYJ,Elijah Moore,WR,70,117,128.5,166,12.1
127,NYG,Dante Pettis,WR,71,118,129.3,148,7.2
128,IND,Mo Alie-Cox,TE,17,123,129.4,142,5.0
129,SF,Brandon Aiyuk,WR,72,121,129.7,152,7.8
130,NO,Mark Ingram II,RB,41,124,129.8,134,2.1
131,CIN,Samaje Perine,RB,42,74,130.0,140,14.1
132,HOU,David Johnson,RB,43,113,131.3,137,4.7
133,KC,Byron Pringle,WR,73,118,133.7,160,10.1
134,HOU,Nico Collins,WR,74,122,135.8,149,7.7
135,MIN,Tyler Conklin,TE,18,124,136.0,152,6.8
136,NYJ,Ty Johnson,RB,44,132,137.8,144,2.4
137,LAR,Sony Michel,RB,45,130,138.6,144,2.9
138,SEA,Rashaad Penny,RB,46,113,140.5,177,14.7
139,JAC,Dan Arnold,TE,19,125,141.0,162,9.3
140,CHI,Cole Kmet,TE,20,133,141.0,151,5.8
141,CHI,Damien Williams,RB,47,129,142.0,157,8.0
142,GB,Marquez Valdes-Scantling,WR,75,68,126.5,194,37.0
143,JAC,Jamal Agnew,WR,76,116,143.3,169,16.1
144,MIN,Alexander Mattison,RB,48,139,143.4,154,3.3
145,KC,Jerick McKinnon,RB,49,141,146.5,161,4.6
146,NO,Tre'Quan Smith,WR,77,136,146.7,158,5.8
147,NE,Brandon Bolden,RB,50,134,146.9,163,7.0
148,DAL,Cedrick Wilson Jr.,WR,78,117,147.1,179,16.5
149,MIA,Salvon Ahmed,RB,51,143,147.1,159,4.4
150,CLE,David Njoku,TE,21,134,150.4,167,6.8
151,NE,Jonnu Smith,TE,22,141,151.8,165,6.8
152,KC,Demarcus Robinson,WR,79,148,153.9,171,6.8
153,SEA,Gerald Everett,TE,23,150,155.8,160,2.9
154,LAR,DeSean Jackson,WR,80,123,149.7,180,13.8
155,CLE,Austin Hooper,TE,24,150,157.7,172,5.0
156,TB,Ronald Jones II,RB,52,143,157.8,173,6.1
157,SF,JaMycal Hasty,RB,53,143,160.6,178,10.2
158,TB,Giovani Bernard,RB,54,146,161.6,173,6.7
159,SEA,Freddie Swain,WR,81,147,162.1,182,9.3
160,WAS,Adam Humphries,WR,82,148,158.3,178,8.5
161,TEN,Anthony Firkser,TE,25,159,165.7,183,6.7
162,TB,O.J. Howard,TE,26,154,166.4,181,8.2
163,NYG,Kenny Golladay,WR,83,99,153.1,189,21.8
164,CLE,Donovan Peoples-Jones,WR,84,117,161.7,206,17.1
165,PIT,Pat Freiermuth,TE,27,151,170.7,190,10.6
166,HOU,Phillip Lindsay,RB,55,156,171.0,187,9.4
167,SF,Ross Dwelley,TE,28,156,172.0,191,7.6
168,MIA,Preston Williams,WR,85,152,164.6,190,9.0
169,DAL,Blake Jarwin,TE,29,162,180.0,207,11.8
170,NE,J.J. Taylor,RB,56,167,180.0,205,9.1
171,CAR,Royce Freeman,RB,57,156,175.4,194,9.6
172,IND,Marlon Mack,RB,58,171,183.3,210,8.8
173,BUF,Gabriel Davis,WR,86,132,177.5,213,18.4
174,LAC,Donald Parham Jr.,TE,30,165,183.9,202,9.7
175,SEA,DeeJay Dallas,RB,59,170,185.8,230,15.7
176,NYG,Saquon Barkley,RB,60,98,166.6,238,31.0
177,TEN,Josh Reynolds,WR,87,169,182.9,210,11.9
178,NYG,John Ross,WR,88,148,163.8,190,11.4
179,CLE,Rashard Higgins,WR,89,152,172.3,189,7.6
180,TEN,Jeremy McNichols,RB,61,170,192.9,230,11.2
181,TB,Cameron Brate,TE,31,164,193.0,235,19.9
182,MIA,Mack Hollins,WR,90,170,178.2,196,6.9
183,LAC,Jalen Guyton,WR,91,158,181.4,210,16.3
184,ATL,Hayden Hurst,TE,32,180,188.8,199,6.5
185,TB,Tyler Johnson,WR,92,122,177.4,242,30.2
186,NO,Adam Trautman,TE,33,176,191.2,208,7.5
187,SF,Kyle Juszczyk,RB,62,177,197.0,230,11.6
188,NO,Kenny Stills,WR,93,148,180.3,207,13.1
189,CLE,Demetric Felton,RB,63,172,198.2,264,22.6
190,LAC,Joshua Kelley,RB,64,191,204.6,225,8.8
191,CIN,Chris Evans,RB,65,184,210.5,241,17.8
192,CAR,Tommy Tremble,TE,34,184,195.5,218,6.5
193,NO,Ty Montgomery,RB,66,190,203.7,224,9.6
194,JAC,Carlos Hyde,RB,67,177,204.5,223,13.0
195,CLE,Harrison Bryant,TE,35,188,197.2,229,10.1
196,LAC,Justin Jackson,RB,68,199,208.7,222,6.9
197,BUF,Tommy Sweeney,TE,36,154,168.7,198,10.3
198,HOU,Danny Amendola,WR,94,163,194.2,214,14.0
199,WAS,Jaret Patterson,RB,69,197,213.1,236,9.1
200,CAR,Terrace Marshall Jr.,WR,95,148,181.9,211,19.9
201,PHI,Jordan Howard,RB,70,184,214.6,238,13.5
202,SF,Trey Sermon,RB,71,173,212.7,242,19.5
203,MIA,Albert Wilson,WR,96,152,180.5,222,18.5
204,GB,Davante Adams,WR,97,87,133.3,183,26.9
205,CLE,Anthony Schwartz,WR,98,187,198.7,214,8.9
206,TEN,Darrynton Evans,RB,72,201,221.1,243,12.2
207,NYG,Elijhaa Penny,RB,73,198,221.4,246,13.8
208,HOU,Chris Moore,WR,99,179,206.2,258,21.7
209,HOU,Chris Conley,WR,100,180,198.1,239,16.2
210,NE,N'Keal Harry,WR,101,190,199.5,209,5.4
211,SEA,Travis Homer,RB,74,197,223.4,264,20.9
212,WAS,DeAndre Carter,WR,102,189,201.1,213,7.7
213,PIT,James Washington,WR,103,165,185.6,213,14.8
214,ATL,Wayne Gallman Jr.,RB,75,210,226.6,250,11.5
215,PIT,Kalen Ballage,RB,76,209,224.9,253,11.2
216,NYG,Collin Johnson,WR,104,184,209.1,260,18.3
217,NYJ,Ryan Griffin,TE,37,164,185.3,208,13.7
218,WAS,Dyami Brown,WR,105,183,205.1,266,23.0
219,KC,Josh Gordon,WR,106,195,213.1,251,15.9
220,GB,Kylin Hill,RB,77,219,232.3,259,12.0
221,CIN,Auden Tate,WR,107,202,221.1,267,19.6
222,ARI,Eno Benjamin,RB,78,212,236.4,273,16.2
223,PIT,Ray-Ray McCloud,WR,108,170,192.6,209,12.6
224,PIT,Benny Snell Jr.,RB,79,214,237.9,272,17.5
225,NO,Juwan Johnson,TE,38,193,205.9,218,7.8
226,HOU,Rex Burkhead,RB,80,221,239.0,283,17.6
227,PHI,Miles Sanders,RB,81,157,215.8,253,21.9
228,HOU,Jordan Akins,TE,39,188,216.2,231,11.2
229,NYJ,La'Mical Perine,RB,82,220,241.0,273,18.8
230,GB,Amari Rodgers,WR,109,124,179.4,225,32.5
231,LAC,Joshua Palmer,WR,110,175,193.4,237,19.0
232,CLE,John Kelly,RB,83,225,246.4,294,21.4
233,CHI,Ryan Nall,RB,84,226,249.2,295,23.0
234,SEA,Will Dissly,TE,40,202,215.7,226,7.2
235,DET,Trinity Benson,WR,111,200,222.2,276,23.3
236,IND,Jack Doyle,TE,41,202,223.4,233,10.4
237,GB,Marcedes Lewis,TE,42,185,215.0,229,12.4
238,HOU,Pharaoh Brown,TE,43,194,224.2,236,11.7
239,NYG,Kyle Rudolph,TE,44,207,216.9,228,7.3
240,PHI,Greg Ward,WR,112,206,227.6,252,16.6
241,CHI,Damiere Byrd,WR,113,207,229.6,262,17.0
242,SF,Mohamed Sanu Sr.,WR,114,184,199.5,232,14.2
243,PIT,Eric Ebron,TE,45,210,223.3,241,9.0
244,CAR,Ian Thomas,TE,46,214,226.0,240,7.3
245,DET,KhaDarel Hodge,WR,115,189,204.6,236,14.0
246,DEN,Albert Okwuegbunam,TE,47,188,208.0,246,18.2
247,TEN,MyCole Pruitt,TE,48,215,232.2,244,7.5
248,IND,Ashton Dulin,WR,116,186,201.0,231,14.3
249,NYJ,Keelan Cole Sr.,WR,117,182,204.3,237,15.8
250,SF,Charlie Woerner,TE,49,224,230.8,252,8.9
251,CHI,Marquise Goodwin,WR,118,192,208.4,234,15.2
252,WAS,Curtis Samuel,WR,119,59,138.3,224,61.3
253,ATL,Olamide Zaccheaus,WR,120,206,220.1,243,11.7
254,ATL,Tajae Sharpe,WR,121,203,222.9,245,15.2
255,NO,Deonte Harris,WR,122,147,187.4,247,37.3
256,SF,Trent Sherfield,WR,123,211,225.3,250,13.5
257,NO,Devine Ozigbo,RB,85,212,247.1,299,26.7
258,DEN,Kendall Hinton,WR,124,177,228.7,258,25.6
259,TEN,Marcus Johnson,WR,125,212,233.1,260,17.9
260,NO,Michael Thomas,WR,126,83,128.0,179,39.4
261,TEN,Chester Rogers,WR,127,163,204.8,255,36.9
262,TEN,Geoff Swaim,TE,50,227,246.6,257,8.3
263,SF,George Kittle,TE,51,193,212.2,246,20.0
264,NYJ,Tyler Kroft,TE,52,237,251.0,269,8.7
265,MIN,Dede Westbrook,WR,128,213,236.5,252,15.2
266,MIA,Durham Smythe,TE,53,231,257.0,276,16.1
267,MIN,Chris Herndon IV,TE,54,235,257.0,280,11.4
268,NYJ,Denzel Mims,WR,129,217,241.3,258,16.8
269,TEN,Nick Westbrook-Ikhine,WR,130,227,242.5,261,12.4
270,SEA,Penny Hart,WR,131,247,256.9,275,9.3
271,DET,Tyrell Williams,WR,132,173,180.3,194,9.7
272,ATL,Lee Smith,TE,55,248,257.7,278,10.7
273,NYG,Gary Brightwell,RB,86,227,249.0,295,23.8
274,GB,Juwann Winfree,WR,133,221,238.0,265,18.0
275,JAC,Jacob Hollister,TE,56,248,260.3,271,8.5
276,WAS,Dax Milne,WR,134,245,263.3,279,10.1
277,JAC,Tavon Austin,WR,135,175,197.0,213,16.1
278,CAR,Shi Smith,WR,136,245,256.3,265,7.2
279,CHI,Artavis Pierce,RB,87,230,258.2,300,30.7
280,GB,Josiah Deguara,TE,57,246,267.4,282,11.9
281,MIA,Isaiah Ford,WR,137,251,262.2,281,10.0
282,LAC,Stephen Anderson,TE,58,259,269.9,277,5.2
283,SEA,Phillip Dorsett II,WR,138,251,262.5,279,9.5
284,NE,Rhamondre Stevenson,RB,88,201,253.4,314,40.5
285,CAR,Keith Kirkwood,WR,139,186,213.3,231,19.6
286,NO,Lil'Jordan Humphrey,WR,140,240,254.8,266,9.0
287,SF,Jauan Jennings,WR,141,258,266.5,286,9.3
288,HOU,Antony Auclair,TE,59,262,273.6,281,5.8
289,NO,Alex Armah Jr.,RB,89,234,266.8,302,26.9
290,NO,Kevin White,WR,142,257,267.2,289,10.6
291,DAL,Noah Brown,WR,143,254,268.0,276,8.1
292,JAC,Chris Manhertz,TE,60,261,275.3,291,8.6
293,JAC,Luke Farrell,TE,61,260,276.0,293,9.3
294,WAS,Logan Thomas,TE,62,123,183.0,243,60.0
295,ARI,Jonathan Ward,RB,90,232,262.2,297,28.1
296,DET,Geronimo Allison,WR,144,262,273.0,290,9.3
297,GB,Malik Taylor,WR,145,217,232.3,263,21.7
298,KC,Blake Bell,TE,63,265,279.6,288,7.2
299,SEA,Colby Parkinson,TE,64,263,280.0,297,10.0
300,CLE,Johnny Stanton,RB,91,238,274.3,312,29.8
301,JAC,Laquon Treadwell,WR,146,261,274.3,300,13.0
302,TEN,Khari Blasingame,RB,92,233,266.8,305,30.8
303,KC,Noah Gray,TE,65,264,281.7,298,10.5
304,IND,Kylen Granson,TE,66,266,282.3,296,8.9
305,DET,Darren Fells,TE,67,267,282.4,293,7.9
306,ATL,Keith Smith,RB,93,235,270.2,313,32.5
307,CHI,Jesse James,TE,68,270,283.3,297,8.8
308,NE,Jakob Johnson,RB,94,236,271.2,314,32.5
309,MIA,Adam Shaheen,TE,69,269,284.3,292,7.6
310,CAR,Ameer Abdullah,RB,95,237,272.2,315,32.5
311,CIN,Trayveon Williams,RB,96,238,274.6,323,34.4
312,DEN,Eric Saubert,TE,70,268,285.7,302,10.5
313,LAR,Buddy Howell,RB,97,240,274.8,317,32.5
314,NYG,Cullen Gillaspia,RB,98,241,275.8,318,32.5
315,SF,Trenton Cannon,RB,99,242,276.8,319,32.5
316,KC,Derrick Gore,RB,100,243,277.8,320,32.5
317,PIT,Zach Gentry,TE,71,271,288.6,303,10.2
318,CIN,Drew Sample,TE,72,273,290.1,303,9.7
319,NYJ,Trevon Wesco,TE,73,272,290.4,307,11.3
320,ARI,Demetrius Harris,TE,74,274,292.3,309,11.2
321,DET,Jermar Jefferson,RB,101,242,286.3,321,32.3
322,NYJ,Tevin Coleman,RB,102,217,262.5,308,45.5
323,DEN,Mike Boone,RB,103,234,272.5,311,38.5
324,CAR,Alex Erickson,WR,147,266,282.0,298,16.0
325,PHI,Jack Stoll,TE,75,256,283.0,310,27.0
326,DET,Tom Kennedy,WR,148,263,283.5,304,20.5
327,NYJ,Braxton Berrios,WR,149,289,292.5,296,3.5
328,NYG,Kaden Smith,TE,76,298,298.5,299,0.5
