RK,Team,Name,Position,Position Rank,Ceiling,Average,Floor,Standard Deviation
62,HOU,Brandin Cooks,WR,33,49,61.6,68,5.2
63,DEN,Javonte Williams,RB,26,45,61.9,72,7.0
64,PIT,JuJu Smith-Schuster,WR,34,60,63.6,68,2.1
65,BAL,Mark Andrews,TE,5,59,64.8,83,6.2
66,JAC,James Robinson,RB,27,56,65.8,73,5.4
67,CAR,Robby Anderson,WR,35,61,66.7,74,3.4
68,CIN,Tyler Boyd,WR,36,61,68.3,76,4.2
69,NYG,Kenny Golladay,WR,37,61,69.1,75,2.9
70,ATL,Mike Davis,RB,28,62,70.6,73,3.2
71,JAC,Marvin Jones Jr.,WR,38,49,70.6,77,6.2
72,NYJ,Corey Davis,WR,39,67,72.6,79,3.6
73,IND,Michael Pittman Jr.,WR,40,59,72.9,78,6.1
74,ARI,Rondale Moore,WR,41,60,74.4,80,5.4
75,LV,Kenyan Drake,RB,29,45,75.6,122,19.0
76,JAC,D.J. Chark Jr.,WR,42,74,77.9,86,3.4
77,TB,Leonard Fournette,RB,30,64,78.2,98,9.1
78,MIA,Jaylen Waddle,WR,43,74,80.1,88,3.7
79,ATL,Kyle Pitts,TE,6,66,80.6,85,5.5
80,BUF,Cole Beasley,WR,44,77,82.3,94,4.8
81,NE,Jakobi Meyers,WR,45,75,82.4,94,4.8
82,DEN,Tim Patrick,WR,46,77,83.1,89,3.9
83,CHI,Darnell Mooney,WR,47,77,84.3,89,3.4
84,BUF,Devin Singletary,RB,31,73,84.7,101,6.5
85,TB,Rob Gronkowski,TE,7,80,86.3,97,5.4
86,JAC,Laviska Shenault Jr.,WR,48,78,87.4,95,3.8
87,ARI,Christian Kirk,WR,49,77,90.1,97,5.5
88,DEN,Noah Fant,TE,8,83,90.4,96,4.7
89,NE,Nelson Agholor,WR,50,87,90.8,105,4.7
90,DAL,Tony Pollard,RB,32,71,91.3,109,10.3
91,DET,Jamaal Williams,RB,33,81,92.8,103,5.5
92,MIA,DeVante Parker,WR,51,82,93.8,112,8.1
93,LV,Henry Ruggs III,WR,52,87,96.5,110,6.1
94,NO,Marquez Callaway,WR,53,80,96.9,140,17.2
95,LV,Bryan Edwards,WR,54,89,97.1,119,8.3
96,NE,James White,RB,34,82,97.7,104,5.9
97,WAS,Logan Thomas,TE,9,84,98.0,104,4.9
98,LAR,Darrell Henderson Jr.,RB,35,57,100.0,172,31.5
99,PHI,Dallas Goedert,TE,10,91,100.3,106,4.3
100,BAL,Sammy Watkins,WR,55,97,100.5,110,4.3
101,IND,Nyheim Hines,RB,36,93,101.3,128,7.4
102,BAL,Latavius Murray,RB,37,81,101.7,122,7.6
103,LAR,Tyler Higbee,TE,11,84,102.6,106,4.9
104,NYG,Darius Slayton,WR,56,94,104.7,122,8.0
105,PHI,Jalen Reagor,WR,57,94,105.3,111,5.3
106,ARI,James Conner,RB,38,93,106.4,133,8.2
107,MIA,Will Fuller V,WR,58,85,107.1,158,18.3
108,LAC,Jared Cook,TE,12,102,108.3,119,4.5
109,IND,Zach Pascal,WR,59,90,109.9,118,8.2
110,KC,Mecole Hardman,WR,60,98,111.1,121,5.7
111,GB,Robert Tonyan,TE,13,105,111.8,119,3.9
112,BUF,Emmanuel Sanders,WR,61,98,114.3,124,7.0
113,SF,Brandon Aiyuk,WR,62,93,115.1,141,13.6
114,CAR,Terrace Marshall Jr.,WR,63,110,115.4,124,4.2
115,MIN,K.J. Osborn,WR,64,89,115.7,153,15.6
116,TB,Ronald Jones II,RB,39,102,118.0,132,9.6
117,HOU,Mark Ingram II,RB,40,104,118.4,141,11.3
118,NYJ,Elijah Moore,WR,65,113,118.9,129,4.3
119,ATL,Russell Gage,WR,66,115,120.0,139,5.7
120,GB,Marquez Valdes-Scantling,WR,67,109,120.1,137,6.9
121,NE,Jonnu Smith,TE,14,115,120.3,127,3.5
122,LAR,Sony Michel,RB,41,73,120.9,178,25.9
123,DET,Quintez Cephus,WR,68,107,121.2,134,7.4
124,WAS,J.D. McKissic,RB,42,99,124.0,140,10.3
125,PHI,Kenneth Gainwell,RB,43,109,124.3,132,6.8
126,LV,Hunter Renfrow,WR,69,113,124.5,136,5.6
127,DEN,KJ Hamler,WR,70,116,125.8,136,5.3
128,BUF,Gabriel Davis,WR,71,121,128.3,134,3.7
129,CLE,Austin Hooper,TE,15,114,128.8,147,9.3
130,WAS,Dyami Brown,WR,72,116,130.9,152,8.9
131,LAR,Van Jefferson,WR,73,117,132.0,143,6.4
132,ARI,A.J. Green,WR,74,118,134.9,152,8.9
133,NE,Hunter Henry,TE,16,124,134.9,146,7.7
134,CHI,Cole Kmet,TE,17,125,136.4,143,6.0
135,DET,Amon-Ra St. Brown,WR,75,129,137.5,157,6.2
136,PHI,Quez Watkins,WR,76,134,137.8,145,2.9
137,MIA,Mike Gesicki,TE,18,126,138.2,147,7.1
138,NYJ,Michael Carter,RB,44,127,138.3,159,7.8
139,ATL,Cordarrelle Patterson,RB,45,101,129.7,254,34.4
140,CLE,Donovan Peoples-Jones,WR,77,131,140.4,150,4.2
141,DAL,Cedrick Wilson Jr.,WR,78,120,141.7,170,9.8
142,NO,Tony Jones Jr.,RB,46,133,144.2,167,8.8
143,SEA,Gerald Everett,TE,19,120,144.6,151,7.9
144,GB,AJ Dillon,RB,47,128,146.2,160,8.0
145,JAC,Carlos Hyde,RB,48,131,149.3,168,12.3
146,DAL,Blake Jarwin,TE,20,145,149.7,156,3.0
147,HOU,David Johnson,RB,49,130,152.3,167,10.7
148,HOU,Phillip Lindsay,RB,50,138,154.0,171,8.2
149,NO,Juwan Johnson,TE,21,127,156.6,166,10.1
150,NYJ,Ty Johnson,RB,51,140,157.1,180,12.7
151,CLE,Odell Beckham Jr.,WR,79,75,140.3,223,40.1
152,KC,Demarcus Robinson,WR,80,137,150.8,182,10.8
153,DAL,Dalton Schultz,TE,22,149,152.6,156,1.9
154,MIN,Tyler Conklin,TE,23,146,153.2,165,4.2
155,BUF,Dawson Knox,TE,24,154,157.9,174,4.9
156,NYJ,Tevin Coleman,RB,52,140,166.7,185,12.5
157,BUF,Zack Moss,RB,53,138,168.0,189,13.4
158,IND,Jack Doyle,TE,25,135,160.1,178,8.6
159,CAR,Dan Arnold,TE,26,151,160.3,184,7.9
160,GB,Randall Cobb,WR,81,144,160.7,183,13.3
161,DEN,Albert Okwuegbunam,TE,27,148,163.5,188,11.1
162,WAS,Adam Humphries,WR,82,143,164.4,194,17.2
163,MIN,Alexander Mattison,RB,54,104,173.6,188,19.1
164,TB,Giovani Bernard,RB,55,163,173.8,194,7.1
165,CLE,Anthony Schwartz,WR,83,119,157.5,204,19.4
166,NE,Kendrick Bourne,WR,84,143,167.1,200,14.8
167,MIA,Salvon Ahmed,RB,56,147,176.2,189,10.4
168,CLE,David Njoku,TE,28,134,159.4,187,14.0
169,CLE,Rashard Higgins,WR,85,128,161.8,184,14.6
170,CHI,Damien Williams,RB,57,164,181.6,196,9.1
171,LV,Peyton Barber,RB,58,159,182.6,201,12.8
172,KC,Darrel Williams,RB,59,159,182.8,201,11.9
173,GB,Allen Lazard,WR,86,144,157.2,184,13.3
174,PIT,Eric Ebron,TE,29,162,167.3,184,6.0
175,NYJ,Tyler Kroft,TE,30,165,176.9,190,9.0
176,NO,Deonte Harris,WR,87,141,168.6,193,14.7
177,LAC,Jalen Guyton,WR,88,157,178.1,200,12.7
178,SEA,Freddie Swain,WR,89,148,178.2,208,13.9
179,SF,Trent Sherfield,WR,90,158,170.3,197,10.1
180,NYG,Kyle Rudolph,TE,31,162,172.9,187,7.8
181,NYG,Devontae Booker,RB,60,164,193.5,203,8.7
182,ATL,Hayden Hurst,TE,32,164,178.4,191,8.2
183,HOU,Chris Conley,WR,91,159,179.0,198,8.8
184,NO,Adam Trautman,TE,33,169,179.0,191,6.6
185,DET,Tyrell Williams,WR,92,126,170.9,229,25.2
186,KC,Byron Pringle,WR,93,178,189.3,207,7.7
187,NYJ,Braxton Berrios,WR,94,157,182.3,219,15.9
188,TEN,Anthony Firkser,TE,34,158,177.3,198,10.1
189,CAR,Chuba Hubbard,RB,61,164,196.2,212,10.4
190,TEN,Chester Rogers,WR,95,161,191.1,215,12.2
191,PHI,Zach Ertz,TE,35,164,183.2,209,13.3
192,ATL,Olamide Zaccheaus,WR,96,185,193.7,209,8.2
193,SF,Trey Sermon,RB,62,172,196.7,233,16.8
194,MIA,Malcolm Brown,RB,63,188,199.4,215,7.6
195,DET,Kalif Raymond,WR,97,186,200.0,208,6.3
196,LAR,DeSean Jackson,WR,98,182,201.6,228,11.8
197,LAC,Justin Jackson,RB,64,195,204.1,216,5.9
198,LAC,Joshua Palmer,WR,99,191,204.6,221,8.7
199,KC,Jerick McKinnon,RB,65,198,212.1,233,10.9
200,LAC,Larry Rountree III,RB,66,196,207.0,226,7.7
201,PIT,James Washington,WR,100,153,200.3,213,14.4
202,PIT,Pat Freiermuth,TE,36,162,173.7,192,12.0
203,BAL,Devonta Freeman,RB,67,191,219.8,251,14.7
204,CIN,Samaje Perine,RB,68,203,214.3,231,8.0
205,LV,Josh Jacobs,RB,69,91,218.9,275,40.5
206,LAR,Jake Funk,RB,70,202,219.1,244,11.3
207,NYG,Kadarius Toney,WR,101,199,213.1,233,8.1
208,MIA,Albert Wilson,WR,102,195,206.5,218,6.0
209,IND,Marlon Mack,RB,71,205,220.3,236,9.3
210,SEA,Alex Collins,RB,72,202,220.5,242,10.8
211,SF,Mohamed Sanu Sr.,WR,103,202,208.5,221,5.0
212,TEN,Jeremy McNichols,RB,73,201,222.2,249,11.1
213,SEA,Travis Homer,RB,74,205,225.0,248,13.5
214,CIN,C.J. Uzomah,TE,37,177,185.9,198,7.9
215,IND,Parris Campbell,WR,104,181,209.5,231,12.9
216,ARI,Maxx Williams,TE,38,163,178.2,192,10.3
217,NYJ,Jamison Crowder,WR,105,135,201.2,233,25.1
218,NO,Ty Montgomery,RB,75,210,229.6,249,11.1
219,SF,Kyle Juszczyk,RB,76,211,231.9,249,11.6
220,DET,Trinity Benson,WR,106,208,217.8,240,8.6
221,CLE,Harrison Bryant,TE,39,184,190.2,195,3.1
222,BUF,Matt Breida,RB,77,213,232.0,256,14.4
223,PIT,Benny Snell Jr.,RB,78,216,233.8,260,13.2
224,NE,J.J. Taylor,RB,79,212,234.8,262,13.8
225,MIA,Preston Williams,WR,107,206,217.9,228,5.3
226,CIN,Chris Evans,RB,80,214,242.6,277,16.1
227,HOU,Jordan Akins,TE,40,185,210.0,271,27.4
228,WAS,Jaret Patterson,RB,81,220,241.3,266,14.9
229,GB,Kylin Hill,RB,82,225,246.8,277,16.9
230,SF,Trenton Cannon,RB,83,210,236.9,279,18.6
231,LV,Foster Moreau,TE,41,192,203.2,224,9.5
232,SEA,DeeJay Dallas,RB,84,214,237.7,265,16.9
233,NYG,Evan Engram,TE,42,166,210.1,291,38.1
234,LV,Alec Ingold,RB,85,228,249.1,284,16.3
235,PHI,Boston Scott,RB,86,222,245.3,299,21.5
236,TB,O.J. Howard,TE,43,195,203.0,225,10.7
237,IND,Mo Alie-Cox,TE,44,206,216.6,234,10.3
238,JAC,Chris Manhertz,TE,45,191,204.4,227,13.2
239,PHI,Greg Ward,WR,108,212,226.8,264,14.6
240,CHI,Jimmy Graham,TE,46,195,208.4,227,10.7
241,CAR,Royce Freeman,RB,87,229,254.1,290,19.5
242,BAL,Devin Duvernay,WR,109,213,222.3,234,6.3
243,LAC,Donald Parham Jr.,TE,47,209,228.1,243,11.1
244,CLE,D'Ernest Johnson,RB,88,233,257.1,295,18.1
245,SEA,Will Dissly,TE,48,224,232.3,244,6.3
246,MIN,Chris Herndon IV,TE,49,219,235.6,250,10.2
247,NYJ,Ryan Griffin,TE,50,224,235.6,247,6.2
248,PIT,Kalen Ballage,RB,89,229,251.0,281,16.2
249,JAC,Dare Ogunbowale,RB,90,231,255.2,288,19.5
250,NYG,Kaden Smith,TE,51,231,236.9,243,4.0
251,IND,Jordan Wilkins,RB,91,233,255.3,302,22.7
252,CHI,Khalil Herbert,RB,92,235,261.8,317,25.2
253,SF,Jacques Patrick,RB,93,180,244.8,266,26.2
254,ATL,Wayne Gallman Jr.,RB,94,233,252.7,284,16.1
255,NE,Rhamondre Stevenson,RB,95,236,261.6,313,25.9
256,HOU,Pharaoh Brown,TE,52,198,214.6,252,19.8
257,LAR,Tutu Atwell,WR,110,220,243.6,273,21.0
258,HOU,Rex Burkhead,RB,96,236,262.0,313,28.8
259,MIN,C.J. Ham,RB,97,238,263.2,324,28.5
260,SEA,Rashaad Penny,RB,98,238,262.8,316,26.6
261,BAL,Le'Veon Bell,RB,99,236,263.8,322,30.8
262,NO,Dwayne Washington,RB,100,241,266.4,336,31.1
263,NO,Chris Hogan,WR,111,213,228.6,242,9.8
264,CAR,Brandon Zylstra,WR,112,209,233.6,256,16.7
265,WAS,Ricky Seals-Jones,TE,53,237,248.0,257,6.9
266,CAR,Ian Thomas,TE,54,224,235.4,251,9.5
267,IND,Mike Strachan,WR,113,217,235.6,257,14.8
268,CIN,Auden Tate,WR,114,234,250.8,265,12.9
269,TEN,Geoff Swaim,TE,55,225,240.2,254,9.4
270,CLE,Demetric Felton,RB,101,172,245.6,306,58.3
271,HOU,Andre Roberts,WR,115,210,246.4,319,37.8
272,JAC,Tyron Johnson,WR,116,219,245.8,309,32.1
273,WAS,Cam Sims,WR,117,220,245.8,297,26.6
274,CHI,Marquise Goodwin,WR,118,230,246.4,264,13.2
275,NO,Lil'Jordan Humphrey,WR,119,221,250.4,312,31.7
276,TB,Tyler Johnson,WR,120,230,251.2,289,20.4
277,LV,Derek Carrier,TE,56,241,253.6,274,11.2
278,TEN,MyCole Pruitt,TE,57,241,254.4,262,7.5
279,TB,Cameron Brate,TE,58,243,254.4,272,9.6
280,BAL,Josh Oliver,TE,59,250,257.0,266,5.5
281,IND,Ashton Dulin,WR,121,232,263.2,329,34.0
282,GB,Marcedes Lewis,TE,60,251,261.2,281,10.4
283,TEN,Khari Blasingame,RB,102,242,274.3,339,35.8
284,TEN,Tommy Hudson,TE,61,254,265.6,282,9.5
285,SF,Ross Dwelley,TE,62,258,266.0,272,6.2
286,KC,Blake Bell,TE,63,255,267.8,283,8.9
287,IND,Kylen Granson,TE,64,264,271.0,274,3.7
288,MIA,Durham Smythe,TE,65,257,271.2,291,11.1
289,ARI,Darrell Daniels,TE,66,263,272.8,285,7.0
290,ATL,Lee Smith,TE,67,265,278.0,299,11.3
291,CIN,Drew Sample,TE,68,267,278.4,286,7.5
292,BUF,Isaiah McKenzie,WR,122,214,224.5,235,10.5
293,JAC,Luke Farrell,TE,69,266,280.4,304,12.6
294,DET,Darren Fells,TE,70,269,281.0,292,7.3
295,DEN,Eric Saubert,TE,71,267,282.0,306,12.9
296,MIA,Cethan Carter,TE,72,268,283.0,307,12.9
297,PHI,Jack Stoll,TE,73,270,286.2,314,14.7
298,NYG,Collin Johnson,WR,123,225,281.0,315,39.9
299,JAC,James O'Shaughnessy,TE,74,255,273.5,292,18.5
300,NYJ,Keelan Cole Sr.,WR,124,273,274.0,275,1.0
301,GB,Amari Rodgers,WR,125,275,275.5,276,0.5
302,ATL,Qadree Ollison,RB,103,264,305.3,343,32.4
303,MIA,Hunter Long,TE,75,280,287.0,294,7.0
304,TEN,Javian Hawkins,RB,104,265,308.0,349,34.3
305,FA,Jonathan Ward,RB,105,270,294.0,318,24.0
306,CHI,Breshad Perriman,WR,126,293,293.0,293,0.0
307,MIN,Ihmir Smith-Marsette,WR,127,276,311.0,346,35.0
308,SF,Kerryon Johnson,RB,106,286,297.0,308,11.0
309,TB,Scotty Miller,WR,128,287,309.0,331,22.0
310,BAL,Tylan Wallace,WR,129,289,317.0,345,28.0
311,MIN,Dede Westbrook,WR,130,297,302.5,308,5.5
312,ARI,Andy Isabella,WR,131,296,314.0,332,18.0
313,DAL,Simi Fehoko,WR,132,302,315.0,328,13.0
