RK,Team,Name,Position,Position Rank,Ceiling,Average,Floor,Standard Deviation
41,TB,Antonio Brown,WR,22,33,39.9,44,2.7
42,LAR,Robert Woods,WR,23,29,40.3,46,4.7
43,PHI,DeVonta Smith,WR,24,33,42.5,51,4.0
44,LV,Josh Jacobs,RB,17,30,43.0,53,4.8
45,HOU,Brandin Cooks,WR,25,33,45.1,51,3.8
46,SEA,Tyler Lockett,WR,26,37,45.8,54,4.2
47,MIN,Adam Thielen,WR,27,36,48.3,62,4.3
48,IND,Michael Pittman Jr.,WR,28,42,48.3,51,2.5
49,CIN,Tee Higgins,WR,29,39,49.7,54,3.3
50,BUF,Emmanuel Sanders,WR,30,44,50.9,57,2.4
51,BUF,Zack Moss,RB,18,43,51.9,62,5.9
52,KC,Darrel Williams,RB,19,40,53.5,64,6.0
53,JAC,Marvin Jones Jr.,WR,31,53,55.5,59,1.5
54,CIN,Tyler Boyd,WR,32,51,55.8,63,2.9
55,DEN,Javonte Williams,RB,20,49,56.5,66,4.4
56,NE,Damien Harris,RB,21,38,56.7,80,9.3
57,CHI,Allen Robinson II,WR,33,52,58.9,69,4.0
58,NE,Jakobi Meyers,WR,34,52,59.1,63,3.0
59,ARI,Chase Edmonds,RB,22,48,59.3,71,6.3
60,CLE,Odell Beckham Jr.,WR,35,56,59.5,68,2.9
61,MIA,Myles Gaskin,RB,23,43,60.6,71,7.8
62,NYG,Kadarius Toney,WR,36,52,62.1,82,6.8
63,DEN,Melvin Gordon III,RB,24,53,62.8,71,4.2
64,NYG,Devontae Booker,RB,25,43,63.8,104,13.3
65,MIA,Jaylen Waddle,WR,37,60,64.1,74,3.4
66,DEN,Tim Patrick,WR,38,60,68.1,82,5.6
67,DET,T.J. Hockenson,TE,4,66,68.9,83,3.6
68,JAC,Laviska Shenault Jr.,WR,39,60,69.3,82,4.0
69,BUF,Dawson Knox,TE,5,63,71.1,81,4.4
70,DET,Jamaal Williams,RB,26,65,72.7,80,4.0
71,DAL,Tony Pollard,RB,27,65,73.8,89,4.5
72,MIA,Mike Gesicki,TE,6,66,74.7,85,4.5
73,CHI,Darnell Mooney,WR,40,68,75.2,95,5.1
74,LV,Henry Ruggs III,WR,41,69,77.8,89,6.1
75,ARI,Rondale Moore,WR,42,62,78.0,94,7.3
76,DEN,Noah Fant,TE,7,70,78.4,81,2.1
77,BAL,Latavius Murray,RB,28,66,78.9,102,8.3
78,LV,Hunter Renfrow,WR,43,68,80.4,88,4.0
79,PHI,Miles Sanders,RB,29,64,81.9,99,8.8
80,DAL,Dalton Schultz,TE,8,72,82.7,89,3.5
81,BUF,Cole Beasley,WR,44,69,82.9,90,4.8
82,CAR,Robby Anderson,WR,45,77,85.5,95,3.3
83,ARI,Christian Kirk,WR,46,82,86.8,96,3.4
84,MIN,Alexander Mattison,RB,30,37,88.0,115,20.5
85,LAR,Tyler Higbee,TE,9,79,88.4,99,4.8
86,KC,Mecole Hardman,WR,47,84,88.5,101,3.4
87,PHI,Zach Ertz,TE,10,76,88.8,104,8.4
88,ARI,A.J. Green,WR,48,84,89.5,97,2.5
89,NE,Hunter Henry,TE,11,81,91.3,104,5.7
90,DET,Amon-Ra St. Brown,WR,49,87,92.7,106,4.5
91,LAR,Van Jefferson,WR,50,87,92.8,105,3.5
92,SEA,Alex Collins,RB,31,65,93.0,121,15.4
93,ARI,James Conner,RB,32,75,93.6,108,8.4
94,NE,Nelson Agholor,WR,51,90,95.8,109,5.1
95,PHI,Jalen Reagor,WR,52,91,97.1,109,5.3
96,CHI,Khalil Herbert,RB,33,49,97.5,132,23.4
97,BUF,Devin Singletary,RB,34,71,98.1,121,13.8
98,IND,Zach Pascal,WR,53,93,98.9,115,5.4
99,LAC,Jared Cook,TE,12,85,101.4,114,6.0
100,WAS,J.D. McKissic,RB,35,72,102.1,113,9.1
101,WAS,Ricky Seals-Jones,TE,13,79,102.2,121,7.2
102,IND,Nyheim Hines,RB,36,90,102.7,113,5.3
103,GB,Randall Cobb,WR,54,95,103.2,116,5.8
104,MIN,K.J. Osborn,WR,55,95,104.0,117,6.4
105,PHI,Kenneth Gainwell,RB,37,88,104.5,129,6.5
106,PHI,Quez Watkins,WR,56,93,105.2,124,6.3
107,CHI,Damien Williams,RB,38,36,59.9,184,29.6
108,NE,Kendrick Bourne,WR,57,97,107.8,118,5.0
109,GB,AJ Dillon,RB,39,94,108.5,115,5.4
110,DET,Kalif Raymond,WR,58,97,111.2,130,7.6
111,CAR,Terrace Marshall Jr.,WR,59,106,113.7,134,7.3
112,LV,Bryan Edwards,WR,60,102,114.6,125,6.3
113,HOU,David Johnson,RB,40,109,116.8,131,5.1
114,MIN,Tyler Conklin,TE,14,104,119.1,126,4.8
115,HOU,Mark Ingram II,RB,41,113,119.2,131,5.7
116,NYG,John Ross,WR,61,92,122.0,176,20.6
117,NYG,Evan Engram,TE,15,114,122.3,138,7.0
118,JAC,Dan Arnold,TE,16,102,122.5,140,7.9
119,IND,Parris Campbell,WR,62,107,124.0,163,14.0
120,WAS,Adam Humphries,WR,63,110,124.7,152,10.1
121,GB,Robert Tonyan,TE,17,114,127.0,140,5.7
122,HOU,Chris Conley,WR,64,112,127.9,150,10.3
123,LAR,Sony Michel,RB,42,114,128.6,148,9.3
124,CAR,Chuba Hubbard,RB,43,72,128.8,175,21.1
125,DAL,Cedrick Wilson Jr.,WR,65,116,129.3,157,10.5
126,LAR,DeSean Jackson,WR,66,115,129.6,159,11.4
127,MIA,Malcolm Brown,RB,44,118,131.2,164,11.8
128,SEA,Freddie Swain,WR,67,118,132.4,157,12.4
129,MIA,Preston Williams,WR,68,116,133.0,160,11.7
130,GB,Allen Lazard,WR,69,121,134.1,159,9.8
131,CLE,Rashard Higgins,WR,70,124,134.6,155,8.1
132,NE,Jonnu Smith,TE,18,124,134.7,143,3.7
133,KC,Jerick McKinnon,RB,45,113,135.3,172,18.0
134,CLE,David Njoku,TE,19,114,135.5,142,5.1
135,IND,Mo Alie-Cox,TE,20,127,139.0,151,5.3
136,TB,Ronald Jones II,RB,46,126,140.6,170,10.1
137,CLE,Donovan Peoples-Jones,WR,71,128,141.7,164,9.5
138,TB,Cameron Brate,TE,21,127,142.1,151,4.9
139,CLE,Austin Hooper,TE,22,136,142.3,164,5.7
140,PIT,James Washington,WR,72,121,144.4,163,12.8
141,TEN,Chester Rogers,WR,73,126,145.4,171,12.4
142,TB,Giovani Bernard,RB,47,106,145.7,179,14.6
143,TEN,Josh Reynolds,WR,74,117,146.3,188,14.5
144,CHI,Cole Kmet,TE,23,141,146.4,158,4.8
145,MIA,DeVante Parker,WR,75,68,133.4,207,42.5
146,CIN,C.J. Uzomah,TE,24,136,147.3,163,5.8
147,NYG,Sterling Shepard,WR,76,68,135.0,207,46.4
148,TEN,Anthony Firkser,TE,25,142,149.6,167,5.8
149,NE,Brandon Bolden,RB,48,121,150.6,191,17.1
150,BAL,Ty'Son Williams,RB,49,115,152.6,183,18.8
151,PIT,Pat Freiermuth,TE,26,143,155.0,177,8.9
152,WAS,DeAndre Carter,WR,77,112,142.8,181,18.3
153,TEN,Jeremy McNichols,RB,50,130,156.7,183,13.3
154,KC,Byron Pringle,WR,78,139,156.9,187,12.8
155,KC,Demarcus Robinson,WR,79,144,158.0,184,10.2
156,LAC,Jalen Guyton,WR,80,147,158.3,181,6.6
157,LV,Kenyan Drake,RB,51,126,159.1,199,16.1
158,BUF,Gabriel Davis,WR,81,125,155.4,184,14.4
159,BAL,Devin Duvernay,WR,82,142,156.0,178,8.6
160,TEN,Julio Jones,WR,83,57,138.2,195,49.4
161,BAL,Rashod Bateman,WR,84,111,159.6,194,22.2
162,IND,Jack Doyle,TE,27,149,166.0,198,9.6
163,SEA,Chris Carson,RB,52,71,141.4,235,48.5
164,BAL,Sammy Watkins,WR,85,94,135.3,220,35.9
165,KC,Josh Gordon,WR,86,145,164.0,251,18.1
166,DAL,Blake Jarwin,TE,28,153,171.0,196,12.1
167,JAC,Tavon Austin,WR,87,144,166.2,192,11.8
168,JAC,Carlos Hyde,RB,53,161,174.8,204,11.0
169,MIA,Salvon Ahmed,RB,54,166,175.1,190,7.0
170,MIA,Albert Wilson,WR,88,133,163.8,204,14.3
171,HOU,Chris Moore,WR,89,139,161.3,186,12.2
172,DET,Trinity Benson,WR,90,156,167.7,186,7.9
173,HOU,Phillip Lindsay,RB,55,168,179.1,198,6.7
174,NE,Rhamondre Stevenson,RB,56,140,181.8,203,14.1
175,JAC,Jamal Agnew,WR,91,138,165.3,201,13.6
176,CIN,Chris Evans,RB,57,126,182.4,226,24.8
177,PIT,Eric Ebron,TE,29,167,185.5,212,12.3
178,SEA,DeeJay Dallas,RB,58,169,189.4,225,14.6
179,SEA,Will Dissly,TE,30,158,184.9,222,16.0
180,TB,O.J. Howard,TE,31,151,180.1,206,15.8
181,DET,KhaDarel Hodge,WR,92,143,168.4,187,9.4
182,IND,Marlon Mack,RB,59,153,192.1,215,14.5
183,PIT,Ray-Ray McCloud,WR,93,162,182.9,207,10.7
184,CHI,Marquise Goodwin,WR,94,172,183.5,204,7.3
185,DEN,Kendall Hinton,WR,95,155,173.4,194,10.0
186,PHI,Greg Ward,WR,96,169,180.0,210,10.1
187,NYG,Collin Johnson,WR,97,162,180.2,292,24.1
188,NYG,Darius Slayton,WR,98,117,180.6,232,28.7
189,SEA,Travis Homer,RB,60,172,196.8,265,16.9
190,CAR,Ian Thomas,TE,32,174,187.8,208,8.3
191,TB,Tyler Johnson,WR,99,166,186.1,211,9.6
192,SEA,Gerald Everett,TE,33,140,181.8,236,23.9
193,BAL,Devonta Freeman,RB,61,177,202.8,218,10.1
194,CIN,Samaje Perine,RB,62,126,183.1,228,21.7
195,CAR,Tommy Tremble,TE,34,188,195.7,212,5.2
196,LAC,Larry Rountree III,RB,63,175,208.2,238,12.6
197,CLE,Anthony Schwartz,WR,100,165,189.2,232,15.2
198,CLE,Demetric Felton,RB,64,177,213.8,302,24.2
199,CIN,Auden Tate,WR,101,162,186.6,234,17.3
200,NE,N'Keal Harry,WR,102,184,198.0,220,8.8
201,NYG,Gary Brightwell,RB,65,176,211.1,250,16.5
202,PIT,Benny Snell Jr.,RB,66,189,215.5,242,10.4
203,CAR,Royce Freeman,RB,67,189,219.5,278,23.0
204,TEN,Marcus Johnson,WR,103,162,197.1,218,12.3
205,LAC,Joshua Kelley,RB,68,176,212.4,285,21.9
206,LV,Peyton Barber,RB,69,190,220.9,293,21.3
207,LAC,Donald Parham Jr.,TE,35,166,192.4,217,13.6
208,PIT,Anthony Miller,WR,104,155,182.2,211,16.0
209,BAL,Le'Veon Bell,RB,70,182,212.4,255,17.6
210,MIA,Mack Hollins,WR,105,182,202.3,254,14.0
211,NYG,C.J. Board,WR,106,180,202.3,224,10.0
212,LAC,Joshua Palmer,WR,107,194,207.9,230,7.7
213,WAS,Jaret Patterson,RB,71,202,222.0,243,10.1
214,JAC,Tyron Johnson,WR,108,181,209.5,243,13.1
215,MIN,Ameer Abdullah,RB,72,192,224.2,257,14.7
216,GB,Kylin Hill,RB,73,204,231.1,300,20.5
217,PIT,Kalen Ballage,RB,74,200,234.5,287,21.3
218,LAC,Justin Jackson,RB,75,200,231.8,289,21.7
219,NYG,Kenny Golladay,WR,109,94,180.6,277,39.4
220,HOU,Jordan Akins,TE,36,176,194.2,212,12.1
221,HOU,Pharaoh Brown,TE,37,179,195.4,208,8.3
222,LV,Alec Ingold,RB,76,210,231.3,259,15.2
223,JAC,Dare Ogunbowale,RB,77,205,232.2,283,21.3
224,LV,Jalen Richard,RB,78,213,242.5,290,23.0
225,BAL,Patrick Ricard,RB,79,212,235.0,280,17.8
226,MIN,C.J. Ham,RB,80,212,238.9,271,15.4
227,NYG,Elijhaa Penny,RB,81,209,243.6,291,23.2
228,BAL,James Proche II,WR,110,170,195.8,230,17.3
229,WAS,Curtis Samuel,WR,111,163,188.5,210,17.9
230,PHI,Boston Scott,RB,82,214,246.9,303,27.9
231,CLE,Harrison Bryant,TE,38,191,206.5,244,15.1
232,NYG,Cullen Gillaspia,RB,83,218,244.9,288,25.5
233,NE,J.J. Taylor,RB,84,217,246.8,290,24.5
234,CHI,Ryan Nall,RB,85,180,242.9,291,28.4
235,TEN,MyCole Pruitt,TE,39,207,222.5,244,10.9
236,ARI,Demetrius Harris,TE,40,201,215.9,254,13.7
237,JAC,Jacob Hollister,TE,41,197,219.7,246,12.8
238,CAR,Brandon Zylstra,WR,112,182,215.7,255,19.3
239,IND,Kylen Granson,TE,42,203,223.9,249,13.1
240,NYG,Kyle Rudolph,TE,43,204,218.2,228,8.0
241,MIN,Dede Westbrook,WR,113,192,209.0,224,9.4
242,LAR,Jake Funk,RB,86,223,252.1,299,28.0
243,CHI,Damiere Byrd,WR,114,188,206.1,236,14.1
244,DAL,Noah Brown,WR,115,186,218.1,257,18.3
245,CLE,D'Ernest Johnson,RB,87,224,257.7,312,30.0
246,NYG,Saquon Barkley,RB,88,210,233.6,282,18.6
247,CHI,Jimmy Graham,TE,44,219,234.3,250,9.3
248,DEN,Eric Saubert,TE,45,220,234.4,262,10.7
249,PIT,Anthony McFarland Jr.,RB,89,231,253.6,299,26.3
250,LV,Zay Jones,WR,116,214,227.4,252,12.9
251,LAC,Gabe Nabers,RB,90,235,262.8,300,26.8
252,HOU,Danny Amendola,WR,117,152,211.6,273,38.8
253,GB,Marcedes Lewis,TE,46,228,242.9,269,9.7
254,ARI,Darrell Daniels,TE,47,211,243.8,271,19.6
255,LAC,Stephen Anderson,TE,48,223,243.8,263,13.7
256,MIA,Durham Smythe,TE,49,216,238.6,253,10.9
257,LV,Foster Moreau,TE,50,217,238.6,268,13.2
258,WAS,Dyami Brown,WR,118,188,218.8,244,18.7
259,BAL,Josh Oliver,TE,51,225,244.8,254,7.5
260,WAS,Dax Milne,WR,119,209,237.6,281,22.9
261,BUF,Isaiah McKenzie,WR,120,203,238.8,263,17.1
262,TEN,Geoff Swaim,TE,52,237,248.8,264,7.9
263,SEA,Penny Hart,WR,121,211,232.7,280,21.5
264,LV,Willie Snead IV,WR,122,223,242.8,267,13.7
265,DET,Darren Fells,TE,53,228,254.3,285,17.9
266,CHI,Jakeem Grant Sr.,WR,123,210,249.9,310,29.4
267,KC,Blake Bell,TE,54,248,254.1,273,7.2
268,KC,Michael Burton,RB,91,236,265.0,301,25.2
269,MIA,Isaiah Ford,WR,124,215,251.9,296,26.1
270,HOU,Rex Burkhead,RB,92,237,259.6,304,25.5
271,BUF,Matt Breida,RB,93,238,262.6,311,27.3
272,JAC,Chris Manhertz,TE,55,252,263.0,276,8.7
273,BUF,Jake Kumerow,WR,125,236,263.7,282,13.9
274,IND,T.Y. Hilton,WR,126,109,199.2,288,67.8
275,NYG,Kaden Smith,TE,56,246,257.1,268,7.8
276,CAR,Alex Erickson,WR,127,237,257.2,298,16.5
277,CIN,Drew Sample,TE,57,246,257.8,276,8.4
278,BUF,Tommy Sweeney,TE,58,233,259.9,281,13.8
279,MIN,Chris Herndon IV,TE,59,258,269.3,279,6.7
280,DEN,Diontae Spencer,WR,128,235,264.4,292,16.5
281,DEN,Mike Boone,RB,94,213,246.4,298,24.7
282,PHI,J.J. Arcega-Whiteside,WR,129,230,273.3,306,21.6
283,PIT,Zach Gentry,TE,60,260,267.2,281,5.8
284,FA,Rodney Smith,RB,95,231,249.7,303,22.6
285,SEA,Colby Parkinson,TE,61,250,268.1,319,19.6
286,HOU,Antony Auclair,TE,62,265,274.8,304,11.5
287,GB,Equanimeous St. Brown,WR,130,236,263.9,284,17.7
288,GB,Josiah Deguara,TE,63,262,273.4,283,8.1
289,MIA,Adam Shaheen,TE,64,261,273.9,282,6.8
290,JAC,Luke Farrell,TE,65,261,274.6,290,7.4
291,LAC,K.J. Hill Jr.,WR,131,243,275.9,301,18.1
292,IND,Ashton Dulin,WR,132,222,241.6,276,21.6
293,MIN,Ben Ellefson,TE,66,265,280.4,293,8.5
294,DET,Tom Kennedy,WR,133,147,242.6,297,53.7
295,CHI,Jesper Horsted,TE,67,267,288.6,335,17.9
296,KC,Jody Fortson,WR,134,222,263.3,299,28.7
297,LAR,Johnny Mundt,TE,68,268,285.8,299,11.4
298,PHI,Jack Stoll,TE,69,233,253.2,270,16.2
299,TEN,Cameron Batson,WR,135,215,258.0,323,40.9
300,IND,Mike Strachan,WR,136,238,270.2,308,25.2
301,TEN,Nick Westbrook-Ikhine,WR,137,154,241.8,320,65.2
302,GB,Amari Rodgers,WR,138,250,271.5,297,15.4
303,WAS,John Bates,TE,70,269,274.2,283,5.2
304,MIA,Cethan Carter,TE,71,268,288.6,302,10.2
305,DEN,David Moore,WR,139,184,251.3,313,55.7
306,KC,Noah Gray,TE,72,269,274.6,293,9.2
307,PIT,Cody White,WR,140,206,262.5,317,47.0
308,HOU,Andre Roberts,WR,141,235,277.0,334,37.2
309,BUF,Reggie Gilliam,RB,96,241,278.8,314,26.8
310,LAC,Tre' McKitty,TE,73,235,287.6,305,26.5
311,NE,Jakob Johnson,RB,97,242,288.8,319,25.7
312,HOU,Davion Davis,WR,142,242,289.8,328,32.8
313,WAS,Cam Sims,WR,143,247,283.3,322,31.5
314,TEN,Khari Blasingame,RB,98,243,292.8,324,27.7
315,PIT,Derek Watt,RB,99,244,293.8,325,27.4
316,MIA,Kalif Jackson,TE,74,251,275.0,306,23.0
317,ARI,Ross Travis,TE,75,272,286.7,309,16.1
318,BAL,Miles Boykin,WR,144,252,303.0,330,30.6
319,LAR,Jacob Harris,TE,76,301,309.0,331,11.2
320,BAL,Eric Tomlinson,TE,77,296,302.0,310,5.9
321,LV,Nick Bowers,TE,78,299,306.7,312,5.6
322,WAS,Antonio Gandy-Golden,WR,145,294,309.3,326,13.1
323,WAS,Sammis Reyes,TE,79,305,309.7,318,5.9
324,CIN,Mitchell Wilcox,TE,80,301,310.3,316,6.7
325,CAR,Colin Thompson,TE,81,304,313.3,321,7.0
326,CIN,Trenton Irwin,WR,146,307,317.0,327,8.2
327,GB,Malik Taylor,WR,147,309,323.0,332,10.0
