RK,Team,Name,Position,Position Rank,Ceiling,Average,Floor,Standard Deviation
161,MIA,Mack Hollins,WR,78,146,164.0,180,12.0
162,SF,Jeff Wilson Jr.,RB,59,152,165.8,205,14.4
163,CAR,Terrace Marshall Jr.,WR,79,148,167.4,176,7.8
164,NYJ,Ryan Griffin,TE,26,136,167.6,185,16.8
165,PIT,James Washington,WR,80,155,168.4,175,7.3
166,KC,Jerick McKinnon,RB,60,160,168.4,170,3.0
167,CLE,Austin Hooper,TE,27,154,158.0,160,2.0
168,BUF,Tommy Sweeney,TE,28,149,160.9,168,7.4
169,CAR,Ameer Abdullah,RB,61,165,175.6,191,8.9
170,DEN,Albert Okwuegbunam,TE,29,154,163.9,173,5.9
171,IND,Jack Doyle,TE,30,161,166.9,179,7.3
172,NO,Kenny Stills,WR,81,176,180.9,195,6.3
173,ATL,Hayden Hurst,TE,31,163,171.0,185,8.7
174,LAC,Jalen Guyton,WR,82,166,171.0,174,3.0
175,SF,Kyle Juszczyk,RB,62,164,185.9,193,8.7
176,KC,Demarcus Robinson,WR,83,167,175.9,181,4.1
177,TEN,Nick Westbrook-Ikhine,WR,84,174,178.4,187,5.1
178,CLE,Anthony Schwartz,WR,85,172,179.3,182,3.3
179,SF,Mohamed Sanu Sr.,WR,86,177,179.5,181,1.9
180,CAR,Tommy Tremble,TE,32,173,181.0,183,3.3
181,SEA,Rashaad Penny,RB,63,165,194.0,221,14.2
182,NYJ,Denzel Mims,WR,87,165,171.0,174,2.6
183,LV,Jalen Richard,RB,64,178,196.3,220,13.6
184,LV,Foster Moreau,TE,33,179,187.8,199,6.8
185,BAL,Devin Duvernay,WR,88,184,187.8,193,3.2
186,WAS,Jaret Patterson,RB,65,157,198.0,225,23.6
187,IND,Ashton Dulin,WR,89,182,188.9,198,5.5
188,DET,Kalif Raymond,WR,90,152,176.6,182,10.1
189,BAL,Ty'Son Williams,RB,66,169,190.8,222,14.4
190,TB,Tyler Johnson,WR,91,137,193.6,217,22.4
191,TEN,Chester Rogers,WR,92,184,194.5,206,7.1
192,LAC,Joshua Palmer,WR,93,193,195.9,197,1.4
193,WAS,DeAndre Carter,WR,94,184,184.9,187,1.4
194,GB,Equanimeous St. Brown,WR,95,195,197.5,199,1.5
195,MIA,Albert Wilson,WR,96,195,200.1,210,5.8
196,TEN,Anthony Firkser,TE,34,185,189.9,194,3.0
197,BUF,Dawson Knox,TE,35,173,178.8,186,5.9
198,PIT,Anthony McFarland Jr.,RB,67,200,203.5,208,2.9
199,SEA,Chris Carson,RB,68,177,193.4,224,16.7
200,LV,DeSean Jackson,WR,97,175,196.1,205,10.8
201,PIT,Ray-Ray McCloud,WR,98,194,207.5,237,17.3
202,KC,Josh Gordon,WR,99,204,207.8,218,6.0
203,LAC,Joshua Kelley,RB,69,165,209.8,222,18.6
204,NYJ,Braxton Berrios,WR,100,202,209.8,225,9.0
205,ARI,Antoine Wesley,WR,101,208,209.8,214,2.5
206,LAC,Larry Rountree III,RB,70,207,212.5,219,3.5
207,FA,Josh Reynolds,WR,102,189,193.0,195,2.0
208,NO,Kevin White,WR,103,212,214.0,219,2.9
209,TEN,Marcus Johnson,WR,104,192,214.5,263,28.1
210,DET,Jermar Jefferson,RB,71,219,224.4,236,6.3
211,SEA,Travis Homer,RB,72,178,210.3,224,20.4
212,CLE,Demetric Felton,RB,73,196,199.5,207,5.0
213,JAC,Devine Ozigbo,RB,74,200,220.3,258,22.2
214,PHI,Greg Ward,WR,105,210,220.6,252,18.1
215,NO,Alex Armah Jr.,RB,75,211,221.9,244,13.0
216,NYJ,La'Mical Perine,RB,76,208,223.8,251,15.9
217,GB,Amari Rodgers,WR,106,209,209.0,209,0.0
218,BAL,Patrick Ricard,RB,77,218,219.1,221,1.1
219,NYJ,Tevin Coleman,RB,78,197,219.4,224,9.2
220,MIA,Isaiah Ford,WR,107,212,213.3,214,0.8
221,MIN,C.J. Ham,RB,79,205,215.5,219,4.8
222,MIA,Patrick Laird,RB,80,211,225.0,228,5.8
223,SEA,DeeJay Dallas,RB,81,225,227.0,229,1.5
224,LV,Alec Ingold,RB,82,216,219.3,222,2.1
225,NE,Jakob Johnson,RB,83,216,220.7,224,2.8
226,JAC,Dare Ogunbowale,RB,84,228,229.0,230,0.8
227,PIT,Benny Snell Jr.,RB,85,225,230.0,240,6.4
228,GB,Marcedes Lewis,TE,36,183,195.3,204,9.1
229,SEA,Gerald Everett,TE,37,161,174.0,200,18.4
230,LAC,Justin Jackson,RB,86,226,233.3,246,8.2
231,PIT,Kalen Ballage,RB,87,231,233.9,241,4.5
232,IND,Marlon Mack,RB,88,230,234.3,245,6.8
233,ATL,Wayne Gallman Jr.,RB,89,232,236.3,247,6.8
234,WAS,Curtis Samuel,WR,108,213,213.3,214,0.4
235,WAS,Ricky Seals-Jones,TE,38,189,193.3,202,6.1
236,MIA,Preston Williams,WR,109,156,156.0,156,0.0
237,TEN,Geoff Swaim,TE,39,158,158.0,158,0.0
238,BAL,James Proche II,WR,110,214,230.2,254,19.4
239,TB,Cameron Brate,TE,40,194,199.3,202,3.8
240,CLE,Harrison Bryant,TE,41,168,168.0,168,0.0
241,SEA,Freddie Swain,WR,111,171,171.0,171,0.0
242,WAS,Adam Humphries,WR,112,182,182.0,182,0.0
243,NE,N'Keal Harry,WR,113,192,192.0,192,0.0
244,CAR,Ian Thomas,TE,42,200,200.0,200,0.0
245,DET,Trinity Benson,WR,114,201,201.0,201,0.0
246,DET,KhaDarel Hodge,WR,115,207,207.0,207,0.0
247,DEN,Kendall Hinton,WR,116,209,209.0,209,0.0
248,GB,Josiah Deguara,TE,43,213,213.0,213,0.0
249,MIN,Chris Herndon IV,TE,44,204,234.7,250,21.7
250,TEN,MyCole Pruitt,TE,45,215,215.0,215,0.0
251,KC,Blake Bell,TE,46,216,216.0,216,0.0
252,LAC,Stephen Anderson,TE,47,217,217.0,217,0.0
253,CAR,Willie Snead IV,WR,117,221,221.0,221,0.0
254,BAL,Nick Boyle,TE,48,222,222.0,222,0.0
255,TB,Jaelon Darden,WR,118,223,223.0,223,0.0
256,SEA,Will Dissly,TE,49,224,224.0,224,0.0
257,WAS,Cam Sims,WR,119,226,226.0,226,0.0
258,JAC,Luke Farrell,TE,50,227,227.0,227,0.0
259,MIA,Durham Smythe,TE,51,228,228.0,228,0.0
260,WAS,Dax Milne,WR,120,231,231.0,231,0.0
261,PIT,Zach Gentry,TE,52,232,232.0,232,0.0
262,BUF,Isaiah McKenzie,WR,121,233,233.0,233,0.0
263,DAL,Noah Brown,WR,122,234,234.0,234,0.0
264,SEA,Penny Hart,WR,123,235,235.0,235,0.0
265,ATL,Christian Blake,WR,124,238,238.0,238,0.0
266,ATL,Lee Smith,TE,53,239,239.0,239,0.0
267,MIA,Adam Shaheen,TE,54,242,242.0,242,0.0
268,NO,Garrett Griffin,TE,55,243,243.0,243,0.0
269,JAC,Laquon Treadwell,WR,125,248,248.0,248,0.0
270,NO,Juwan Johnson,TE,56,249,249.0,249,0.0
271,MIA,Kirk Merritt,WR,126,253,253.0,253,0.0
272,MIN,Dede Westbrook,WR,127,255,255.0,255,0.0
273,IND,Kylen Granson,TE,57,256,256.0,256,0.0
274,MIN,Luke Stocker,TE,58,257,257.0,257,0.0
275,PHI,Jack Stoll,TE,59,259,259.0,259,0.0
276,GB,Dominique Dafney,TE,60,260,260.0,260,0.0
277,SEA,Colby Parkinson,TE,61,261,261.0,261,0.0
278,JAC,Chris Manhertz,TE,62,262,262.0,262,0.0
279,SF,Jauan Jennings,WR,128,264,264.0,264,0.0
280,SF,Ross Dwelley,TE,63,265,265.0,265,0.0
281,KC,Noah Gray,TE,64,266,266.0,266,0.0
282,BAL,Josh Oliver,TE,65,267,267.0,267,0.0
283,ARI,Darrell Daniels,TE,66,268,268.0,268,0.0
284,DEN,Eric Saubert,TE,67,269,269.0,269,0.0
285,SF,Charlie Woerner,TE,68,270,270.0,270,0.0
286,BUF,Kahale Warring,TE,69,271,271.0,271,0.0
287,BAL,Eric Tomlinson,TE,70,272,272.0,272,0.0
288,NYJ,Trevon Wesco,TE,71,273,273.0,273,0.0
289,MIA,Cethan Carter,TE,72,274,274.0,274,0.0
290,DAL,Jeremy Sprinkle,TE,73,275,275.0,275,0.0
291,DAL,Sean McKeon,TE,74,276,276.0,276,0.0
