RK,Team,Name,Position,Position Rank,Ceiling,Average,Floor,Standard Deviation
178,IND,Jack Doyle,TE,30,164,176.3,210,11.8
179,SEA,Will Dissly,TE,31,167,185.4,221,15.2
180,LV,Peyton Barber,RB,61,152,187.4,219,17.3
181,IND,Mo Alie-Cox,TE,32,137,178.8,221,23.4
182,CIN,Chris Evans,RB,62,172,187.9,237,17.3
183,LAC,Jalen Guyton,WR,89,166,180.0,202,10.9
184,CLE,Donovan Peoples-Jones,WR,90,158,184.2,205,12.2
185,SF,Mohamed Sanu Sr.,WR,91,180,184.6,199,6.1
186,NYJ,Keelan Cole Sr.,WR,92,187,194.2,224,11.2
187,CLE,Anthony Schwartz,WR,93,184,187.8,194,3.6
188,NYG,John Ross,WR,94,174,189.8,212,12.0
189,BAL,Devin Duvernay,WR,95,182,190.4,205,6.9
190,WAS,Ricky Seals-Jones,TE,33,162,181.6,193,11.2
191,CHI,Khalil Herbert,RB,63,180,199.4,256,20.0
192,LAC,Justin Jackson,RB,64,184,200.8,240,17.1
193,HOU,Chris Conley,WR,96,175,193.1,207,7.7
194,JAC,Dan Arnold,TE,34,185,194.3,215,10.4
195,DET,Trinity Benson,WR,97,192,195.5,208,5.5
196,MIA,Salvon Ahmed,RB,65,186,205.0,234,13.1
197,NO,Ty Montgomery,RB,66,179,208.4,218,9.8
198,JAC,Dare Ogunbowale,RB,67,200,210.7,227,6.9
199,NYG,Collin Johnson,WR,98,157,196.2,246,27.1
200,CLE,Demetric Felton,RB,68,181,212.2,242,19.3
201,CIN,Joe Mixon,RB,69,40,189.3,252,54.2
202,BAL,Devonta Freeman,RB,70,195,208.3,240,11.7
203,CIN,Auden Tate,WR,99,194,201.7,207,4.2
204,PIT,Eric Ebron,TE,35,185,202.0,228,12.8
205,SEA,Travis Homer,RB,71,199,210.5,219,5.8
206,IND,Marlon Mack,RB,72,184,217.1,237,12.6
207,TEN,A.J. Brown,WR,100,161,184.3,207,16.4
208,TEN,Julio Jones,WR,101,165,188.6,211,15.1
209,BAL,Ty'Son Williams,RB,73,199,216.5,264,16.7
210,NYG,Sterling Shepard,WR,102,166,190.8,210,14.4
211,MIA,Albert Wilson,WR,103,187,202.2,213,8.2
212,NO,Kenny Stills,WR,104,192,204.4,233,11.6
213,PIT,Chase Claypool,WR,105,171,195.3,223,15.2
214,JAC,Carlos Hyde,RB,74,207,222.3,263,14.4
215,ATL,Wayne Gallman Jr.,RB,75,183,224.1,244,15.3
216,KC,Jerick McKinnon,RB,76,217,224.8,246,8.7
217,TB,Tyler Johnson,WR,106,195,219.1,245,15.5
218,SF,Elijah Mitchell,RB,77,184,219.6,287,26.8
219,WAS,Dyami Brown,WR,107,174,204.3,240,16.9
220,PHI,Greg Ward,WR,108,198,223.0,254,14.5
221,PIT,Benny Snell Jr.,RB,78,220,230.3,243,8.8
222,NE,J.J. Taylor,RB,79,205,232.1,269,22.1
223,NYG,Devontae Booker,RB,80,218,233.3,267,13.8
224,SF,Jacques Patrick,RB,81,224,234.2,257,10.8
225,NYG,Darius Slayton,WR,109,204,210.3,229,8.2
226,GB,Kylin Hill,RB,82,225,239.2,263,14.5
227,LAR,Jake Funk,RB,83,227,246.3,277,18.4
228,SEA,DeeJay Dallas,RB,84,230,246.4,274,15.0
229,WAS,Jaret Patterson,RB,85,232,247.9,272,16.3
230,TB,O.J. Howard,TE,36,197,210.7,230,13.1
231,CAR,Rodney Smith,RB,86,228,239.1,259,10.8
232,CAR,Tommy Tremble,TE,37,206,213.7,227,8.1
233,SEA,Gerald Everett,TE,38,150,199.0,227,27.0
234,LV,Alec Ingold,RB,87,231,251.7,296,22.6
235,HOU,Rex Burkhead,RB,88,226,242.8,298,21.1
236,NO,Adam Trautman,TE,39,193,217.0,225,11.4
237,DEN,Albert Okwuegbunam,TE,40,201,217.2,224,7.7
238,MIN,Ameer Abdullah,RB,89,233,252.4,294,21.0
239,CHI,Marquise Goodwin,WR,110,196,204.0,212,6.5
240,SF,Trent Sherfield,WR,111,205,231.4,254,19.6
241,NYG,Gary Brightwell,RB,90,234,248.3,306,21.8
242,TB,Rob Gronkowski,TE,41,113,188.8,228,44.7
243,CAR,Ian Thomas,TE,42,213,225.7,231,6.3
244,MIN,C.J. Ham,RB,91,236,250.7,309,22.4
245,JAC,Tyron Johnson,WR,112,200,214.2,241,14.9
246,PHI,Boston Scott,RB,92,235,254.8,286,17.7
247,BAL,Patrick Ricard,RB,93,238,253.1,311,22.2
248,JAC,Tavon Austin,WR,113,203,217.2,238,14.1
249,IND,Jordan Wilkins,RB,94,236,252.9,308,21.8
250,CLE,D'Ernest Johnson,RB,95,238,259.8,299,20.7
251,WAS,Logan Thomas,TE,43,179,200.3,220,15.6
252,NYJ,Tyler Kroft,TE,44,213,220.2,226,5.7
253,CLE,Harrison Bryant,TE,45,202,220.4,242,16.3
254,SF,Trenton Cannon,RB,96,240,254.9,310,22.0
255,NYG,Kyle Rudolph,TE,46,231,233.5,239,3.0
256,PIT,Kalen Ballage,RB,97,239,258.8,293,17.5
257,TEN,Racey McMath,WR,114,209,236.3,261,21.1
258,BAL,Rashod Bateman,WR,115,173,179.7,192,8.7
259,TEN,Cameron Batson,WR,116,210,227.2,244,14.0
260,LAC,Donald Parham Jr.,TE,47,221,229.2,237,6.1
261,ATL,Hayden Hurst,TE,48,225,229.6,233,3.4
262,HOU,Jordan Akins,TE,49,228,230.2,233,2.3
263,NYG,C.J. Board,WR,117,212,219.8,242,12.8
264,HOU,Pharaoh Brown,TE,50,228,234.8,239,4.2
265,NYJ,Ryan Griffin,TE,51,215,220.3,228,5.2
266,JAC,Jacob Hollister,TE,52,220,223.0,227,2.7
267,CHI,Jakeem Grant Sr.,WR,118,222,234.0,253,11.5
268,LAC,Joshua Palmer,WR,119,204,219.7,239,14.5
269,CHI,Jimmy Graham,TE,53,229,250.0,266,14.0
270,LV,Zay Jones,WR,120,211,221.3,241,13.9
271,NE,Rhamondre Stevenson,RB,98,244,268.8,305,22.6
272,NO,Dwayne Washington,RB,99,243,266.6,302,23.6
273,NYJ,Denzel Mims,WR,121,218,245.8,264,16.9
274,WAS,Cam Sims,WR,122,223,231.3,247,11.1
275,NO,Chris Hogan,WR,123,219,250.3,271,19.1
276,DEN,Kendall Hinton,WR,124,229,236.3,250,9.7
277,TEN,Geoff Swaim,TE,54,233,237.7,246,5.9
278,TEN,Tommy Hudson,TE,55,237,241.0,248,5.0
279,CHI,Ryan Nall,RB,100,244,267.2,312,24.1
280,LV,Foster Moreau,TE,56,239,245.3,257,8.3
281,CHI,Damiere Byrd,WR,125,240,245.3,255,6.8
282,NE,N'Keal Harry,WR,126,242,247.0,256,6.4
283,TEN,MyCole Pruitt,TE,57,246,250.3,258,5.4
284,IND,Ashton Dulin,WR,127,247,251.7,260,5.9
285,JAC,Luke Farrell,TE,58,248,253.0,262,6.4
286,IND,Mike Strachan,WR,128,249,253.3,261,5.4
287,ATL,Tajae Sharpe,WR,129,251,256.7,267,7.3
288,ATL,Keith Smith,RB,101,240,257.3,272,13.2
289,PIT,Ray-Ray McCloud,WR,130,254,259.7,270,7.3
290,JAC,Chris Manhertz,TE,59,257,260.0,265,3.6
291,MIN,Chris Herndon IV,TE,60,236,269.8,288,19.9
292,CAR,Brandon Zylstra,WR,131,256,263.7,278,10.1
293,SF,Ross Dwelley,TE,61,262,264.3,268,2.6
294,DAL,Noah Brown,WR,132,261,267.7,280,8.7
295,LAC,Stephen Anderson,TE,62,265,268.0,273,3.6
296,IND,Kylen Granson,TE,63,266,269.3,275,4.0
297,KC,Marcus Kemp,WR,133,264,270.0,281,7.8
298,BAL,Josh Oliver,TE,64,267,270.3,276,4.0
299,GB,Marcedes Lewis,TE,65,270,274.3,282,5.4
300,NYG,Kaden Smith,TE,66,272,276.0,283,5.0
301,DET,Darren Fells,TE,67,273,277.0,284,5.0
302,ATL,Lee Smith,TE,68,276,279.3,285,4.0
303,LV,Derek Carrier,TE,69,278,282.0,289,5.0
304,BUF,Tommy Sweeney,TE,70,279,283.0,290,5.0
305,KC,Blake Bell,TE,71,282,285.3,291,4.0
306,KC,Noah Gray,TE,72,283,286.3,292,4.0
307,GB,Josiah Deguara,TE,73,284,288.0,295,5.0
308,MIA,Durham Smythe,TE,74,285,289.3,297,5.4
309,ARI,Demetrius Harris,TE,75,286,291.0,300,6.4
310,MIA,Adam Shaheen,TE,76,289,293.3,301,5.4
311,SEA,Colby Parkinson,TE,77,291,295.0,303,5.7
312,CIN,Drew Sample,TE,78,292,296.0,304,5.7
313,MIA,Cethan Carter,TE,79,293,297.7,307,6.6
