RK,Team,Name,Position,Position Rank,Ceiling,Average,Floor,Standard Deviation
123,KC,Derrick Gore,RB,44,88,125.1,150,18.0
124,NO,Tre'Quan Smith,WR,61,119,125.8,138,4.3
125,GB,Allen Lazard,WR,62,90,126.1,160,11.5
126,GB,Randall Cobb,WR,63,86,126.9,160,15.9
127,CHI,Cole Kmet,TE,20,123,127.4,137,4.9
128,MIA,Salvon Ahmed,RB,45,101,129.5,153,13.3
129,DAL,Cedrick Wilson Jr.,WR,64,105,134.9,187,17.3
130,BUF,Gabriel Davis,WR,65,124,135.7,154,7.8
131,NE,Jonnu Smith,TE,21,123,136.0,158,9.5
132,CIN,Samaje Perine,RB,46,113,137.0,153,9.9
133,NYJ,Keelan Cole Sr.,WR,66,128,137.8,160,7.6
134,GB,Marquez Valdes-Scantling,WR,67,104,138.4,181,17.3
135,NO,Deonte Harris,WR,68,105,138.6,180,16.4
136,CLE,David Njoku,TE,22,128,138.9,161,7.7
137,BUF,Tommy Sweeney,TE,23,123,142.6,182,13.2
138,LAR,Sony Michel,RB,47,119,142.9,159,8.6
139,SF,JaMycal Hasty,RB,48,118,145.7,173,10.0
140,KC,Byron Pringle,WR,69,127,140.4,162,8.9
141,NE,Brandon Bolden,RB,49,135,146.2,162,5.5
142,HOU,Rex Burkhead,RB,50,135,146.7,162,5.2
143,PHI,Jalen Reagor,WR,70,126,141.6,187,12.0
144,MIN,Alexander Mattison,RB,51,127,148.5,162,8.0
145,CLE,Austin Hooper,TE,24,133,149.4,170,9.7
146,CLE,Rashard Higgins,WR,71,129,145.7,171,9.4
147,CLE,Donovan Peoples-Jones,WR,72,78,127.4,196,27.8
148,HOU,Phillip Lindsay,RB,52,127,152.1,181,12.7
149,NE,Rhamondre Stevenson,RB,53,133,154.2,178,9.2
150,BAL,Le'Veon Bell,RB,54,127,154.7,182,13.4
151,HOU,Danny Amendola,WR,73,131,150.5,167,9.8
152,ATL,Hayden Hurst,TE,25,137,156.3,185,9.4
153,BAL,Ty'Son Williams,RB,55,124,156.9,180,13.2
154,NO,Adam Trautman,TE,26,135,158.6,182,10.4
155,ATL,Olamide Zaccheaus,WR,74,139,154.1,193,11.9
156,KC,Demarcus Robinson,WR,75,135,154.7,181,10.0
157,ARI,DeAndre Hopkins,WR,76,24,89.5,195,49.7
158,NYJ,Denzel Mims,WR,77,129,159.3,199,16.2
159,NYG,John Ross,WR,78,127,161.2,208,16.7
160,TEN,Nick Westbrook-Ikhine,WR,79,150,167.7,233,18.0
161,CAR,Terrace Marshall Jr.,WR,80,143,167.8,197,11.8
162,PIT,James Washington,WR,81,143,162.7,172,6.0
163,CHI,David Montgomery,RB,56,63,118.4,237,43.0
164,LAC,Jalen Guyton,WR,82,144,160.7,177,6.3
165,LV,Zay Jones,WR,83,121,143.6,173,16.2
166,HOU,Jordan Akins,TE,27,135,172.0,198,14.2
167,SF,Kyle Juszczyk,RB,57,150,171.5,207,13.2
168,KC,Jerick McKinnon,RB,58,148,173.3,211,14.9
169,SF,Mohamed Sanu Sr.,WR,84,140,170.6,194,12.5
170,MIA,Mack Hollins,WR,85,120,171.0,220,19.1
171,TEN,Anthony Firkser,TE,28,158,176.6,194,12.0
172,IND,Jack Doyle,TE,29,156,176.7,198,9.8
173,HOU,Scottie Phillips,RB,59,133,172.1,208,19.2
174,HOU,Chris Conley,WR,86,164,175.4,213,11.8
175,CHI,Marquise Goodwin,WR,87,154,172.9,214,9.3
176,CAR,Tommy Tremble,TE,30,161,183.2,196,8.5
177,LV,Foster Moreau,TE,31,157,183.3,215,12.0
178,GB,Marcedes Lewis,TE,32,160,189.6,207,9.8
179,CLE,Anthony Schwartz,WR,88,166,182.6,209,10.8
180,TEN,Chester Rogers,WR,89,166,183.3,206,9.8
181,LAC,Donald Parham Jr.,TE,33,165,193.1,215,10.1
182,TEN,Marcus Johnson,WR,90,155,179.3,244,16.1
183,NYG,Elijhaa Penny,RB,60,162,190.4,240,16.4
184,IND,Ashton Dulin,WR,91,149,183.3,221,17.3
185,LAC,Larry Rountree III,RB,61,162,189.4,232,13.6
186,SF,Jeff Wilson Jr.,RB,62,118,174.2,302,38.7
187,CAR,Ameer Abdullah,RB,63,161,187.2,223,16.3
188,PIT,Ray-Ray McCloud,WR,92,172,191.5,227,14.0
189,HOU,Chris Moore,WR,93,172,186.8,248,13.9
190,BAL,Devin Duvernay,WR,94,165,187.2,227,15.0
191,LAC,Joshua Kelley,RB,64,171,204.5,249,17.7
192,TEN,Josh Reynolds,WR,95,165,187.6,253,20.4
193,LV,Jalen Richard,RB,65,173,205.7,263,14.8
194,JAC,Dare Ogunbowale,RB,66,171,210.9,260,20.9
195,LAC,Joshua Palmer,WR,96,183,195.0,221,9.1
196,GB,Equanimeous St. Brown,WR,97,161,202.4,305,34.8
197,NO,Kenny Stills,WR,98,177,203.5,251,19.0
198,NYJ,Tyler Kroft,TE,34,162,194.8,205,10.3
199,PIT,Benny Snell Jr.,RB,67,181,215.0,267,21.4
200,CLE,Demetric Felton,RB,68,162,192.0,224,18.0
201,MIA,Patrick Laird,RB,69,202,217.5,254,13.6
202,SF,Trey Sermon,RB,70,151,214.3,253,26.7
203,JAC,Devine Ozigbo,RB,71,145,222.6,298,25.8
204,MIA,Albert Wilson,WR,99,180,209.8,255,17.4
205,PIT,Anthony McFarland Jr.,RB,72,199,221.2,256,17.6
206,KC,Josh Gordon,WR,100,169,204.4,253,18.7
207,NYG,Kyle Rudolph,TE,35,182,199.7,219,8.0
208,PIT,Kalen Ballage,RB,73,195,220.0,264,18.8
209,TEN,D'Onta Foreman,RB,74,143,199.5,261,30.1
210,TEN,Dontrell Hilliard,RB,75,179,220.6,297,25.8
211,NYJ,La'Mical Perine,RB,76,204,227.2,278,17.9
212,MIN,C.J. Ham,RB,77,198,223.2,256,15.4
213,GB,Josiah Deguara,TE,36,184,197.6,225,9.8
214,CHI,Ryan Nall,RB,78,194,220.8,269,22.4
215,TEN,Geoff Swaim,TE,37,179,194.7,222,9.0
216,DAL,Michael Gallup,WR,101,78,153.6,229,39.2
217,HOU,Brevin Jordan,TE,38,188,200.1,225,8.7
218,ARI,A.J. Green,WR,102,78,156.4,238,56.5
219,CLE,Harrison Bryant,TE,39,175,203.8,222,15.0
220,CAR,Ian Thomas,TE,40,193,204.2,230,10.3
221,NYG,Collin Johnson,WR,103,177,205.6,261,19.0
222,PHI,Greg Ward,WR,104,176,213.5,247,17.1
223,TEN,MyCole Pruitt,TE,41,191,206.9,222,8.6
224,MIA,Durham Smythe,TE,42,184,210.3,230,13.0
225,MIA,Isaiah Ford,WR,105,175,213.8,271,22.0
226,NYJ,Braxton Berrios,WR,106,186,214.5,275,23.6
227,MIA,Adam Shaheen,TE,43,200,215.1,236,9.0
228,SF,Ross Dwelley,TE,44,185,229.1,299,27.9
229,GB,Amari Rodgers,WR,107,180,224.2,316,38.1
230,NYJ,Ryan Griffin,TE,45,200,222.4,239,7.9
231,ATL,Keith Smith,RB,79,209,241.7,283,23.0
232,BAL,Josh Oliver,TE,46,205,226.4,296,18.9
233,LV,Alec Ingold,RB,80,207,233.3,278,20.5
234,NO,Kevin White,WR,108,175,214.3,245,20.7
235,ARI,Antoine Wesley,WR,109,161,198.5,307,45.5
236,PIT,Zach Gentry,TE,47,198,232.3,275,18.8
237,MIN,Chris Herndon IV,TE,48,218,233.4,248,7.7
238,CAR,Royce Freeman,RB,81,163,193.8,224,18.4
239,NO,Garrett Griffin,TE,49,207,233.8,271,14.7
240,NE,Jakob Johnson,RB,82,215,246.7,293,24.3
241,CHI,Jesse James,TE,50,219,236.6,262,10.6
242,NO,Alex Armah Jr.,RB,83,207,244.8,274,22.5
243,NYG,Gary Brightwell,RB,84,210,247.3,291,26.6
244,CAR,Keith Kirkwood,WR,110,207,220.6,235,7.3
245,BUF,Reggie Gilliam,RB,85,216,251.0,294,26.6
246,BAL,James Proche II,WR,111,197,231.8,256,13.9
247,CHI,Damiere Byrd,WR,112,227,239.5,277,12.2
248,SF,Trent Sherfield,WR,113,219,234.8,279,14.0
249,SF,Charlie Woerner,TE,51,213,244.5,323,24.6
250,ATL,Christian Blake,WR,114,222,237.6,290,17.8
251,NO,Juwan Johnson,TE,52,198,210.4,230,10.6
252,LAC,Gabe Nabers,RB,86,225,259.1,308,28.7
253,CLE,John Kelly,RB,87,211,247.7,295,30.5
254,LAR,Buddy Howell,RB,88,224,260.6,301,29.8
255,DEN,Mike Boone,RB,89,218,250.8,305,30.5
256,CLE,Johnny Stanton,RB,90,205,246.7,297,30.6
257,DAL,Noah Brown,WR,115,190,224.2,300,30.8
258,DEN,Eric Saubert,TE,53,224,245.0,291,19.6
259,ATL,Wayne Gallman Jr.,RB,91,214,249.8,294,26.3
260,JAC,Luke Farrell,TE,54,234,249.8,271,13.1
261,SF,Jauan Jennings,WR,116,218,250.2,306,23.1
262,CIN,Trayveon Williams,RB,92,218,257.2,315,33.0
263,IND,Mike Strachan,WR,117,211,244.8,280,20.9
264,LAC,Stephen Anderson,TE,55,236,253.4,280,14.1
265,SF,Trenton Cannon,RB,93,223,261.0,310,32.6
266,JAC,Tavon Austin,WR,118,186,213.0,248,20.5
267,ATL,Lee Smith,TE,56,224,247.0,269,13.9
268,CHI,Artavis Pierce,RB,94,222,255.7,315,30.1
269,DEN,Kendall Hinton,WR,119,231,258.1,332,27.1
270,BAL,Patrick Ricard,RB,95,234,258.7,294,15.5
271,BAL,Miles Boykin,WR,120,230,261.3,342,31.1
272,PHI,Jack Stoll,TE,57,234,253.9,280,11.4
273,CIN,Chris Evans,RB,96,229,262.3,301,21.6
274,CHI,Jimmy Graham,TE,58,234,246.3,267,11.6
275,MIA,Preston Williams,WR,121,161,204.4,251,30.7
276,JAC,Chris Manhertz,TE,59,241,251.3,274,9.9
277,IND,Kylen Granson,TE,60,247,252.6,261,5.2
278,MIN,Dede Westbrook,WR,122,218,243.0,258,14.7
279,ARI,Andy Isabella,WR,123,177,235.8,337,52.8
280,BUF,Isaiah McKenzie,WR,124,228,252.2,281,19.4
281,CIN,Drew Sample,TE,61,253,264.2,273,6.2
282,LAR,Ben Skowronek,WR,125,222,244.6,274,18.3
283,CAR,Shi Smith,WR,126,228,246.4,306,23.0
284,NE,J.J. Taylor,RB,97,231,254.3,293,18.3
285,KC,Blake Bell,TE,62,254,264.9,278,6.6
286,BUF,Kahale Warring,TE,63,250,268.4,278,9.4
287,KC,Noah Gray,TE,64,254,269.6,292,12.5
288,NYG,Kaden Smith,TE,65,263,271.0,279,5.7
289,GB,Dominique Dafney,TE,66,253,271.6,283,9.3
290,NYG,Cullen Gillaspia,RB,98,227,273.7,316,38.1
291,GB,Juwann Winfree,WR,127,248,274.1,313,22.1
292,HOU,Antony Auclair,TE,67,269,278.4,302,9.7
293,ARI,Darrell Daniels,TE,68,259,281.8,327,18.5
294,MIN,Luke Stocker,TE,69,262,276.4,288,9.6
295,BAL,Nick Boyle,TE,70,210,248.6,283,27.2
296,CHI,Jesper Horsted,TE,71,266,285.9,334,21.3
297,LV,Dillon Stoner,WR,128,218,278.5,320,34.5
298,BUF,Jake Kumerow,WR,129,264,281.5,302,16.1
299,DAL,Jeremy Sprinkle,TE,72,272,283.2,297,7.5
300,PHI,Richard Rodgers,TE,73,227,271.0,300,25.5
301,LAR,Kendall Blanton,TE,74,259,276.4,291,10.2
302,LAR,Jacob Harris,TE,75,286,291.3,301,5.2
303,IND,Dezmon Patmon,WR,130,191,280.4,329,51.8
304,LAC,Tre' McKitty,TE,76,289,302.4,338,16.1
305,CAR,Alex Erickson,WR,131,266,295.2,325,21.8
306,IND,Deon Jackson,RB,99,260,295.7,334,26.0
307,BUF,Quintin Morris,TE,77,270,287.6,314,14.6
308,CLE,Andy Janovich,RB,100,258,290.8,333,29.2
309,CIN,Stanley Morgan Jr.,WR,132,282,302.2,328,15.8
310,CAR,Willie Snead IV,WR,133,246,293.6,327,28.6
311,NO,Dwayne Washington,RB,101,274,294.8,323,15.8
312,NYJ,Jeff Smith,WR,134,277,303.7,326,16.8
313,JAC,Laquon Treadwell,WR,135,263,295.0,316,21.0
314,DAL,Sean McKeon,TE,78,285,296.0,320,12.5
315,NYJ,Trevon Wesco,TE,79,290,307.0,318,9.2
316,KC,Daniel Brown,TE,80,289,304.0,321,11.8
317,MIA,Kalif Jackson,TE,81,275,293.8,317,15.9
318,NE,Gunner Olszewski,WR,136,297,312.5,330,12.4
319,ATL,Qadree Ollison,RB,102,295,306.4,336,15.0
320,PHI,John Hightower,WR,137,294,308.0,324,10.0
321,NE,Kristian Wilkerson,WR,138,260,308.6,344,28.3
322,LV,Daniel Helm,TE,82,283,300.0,322,15.0
323,CIN,Mitchell Wilcox,TE,83,298,312.0,328,11.2
324,CHI,Jakeem Grant Sr.,WR,139,270,312.6,333,22.6
325,KC,Marcus Kemp,WR,140,309,313.2,324,5.5
326,TEN,Tory Carter,RB,103,297,304.8,325,11.7
327,CAR,Colin Thompson,TE,84,307,313.8,321,5.8
328,CIN,Mike Thomas,WR,141,285,317.2,350,23.1
329,MIA,Kirk Merritt,WR,142,263,272.5,282,9.5
330,PIT,Derek Watt,RB,104,298,312.0,335,14.2
331,MIA,Cethan Carter,TE,85,264,313.0,332,28.4
332,ARI,Demetrius Harris,TE,86,291,316.8,331,15.6
333,ARI,Eno Benjamin,RB,105,309,318.8,338,11.4
334,NO,Lil'Jordan Humphrey,WR,143,281,311.3,334,22.3
335,BAL,Tylan Wallace,WR,144,301,328.8,356,20.9
336,FA,John Brown,WR,145,303,314.3,337,16.0
337,DAL,Corey Clement,RB,106,315,322.8,342,11.2
338,KC,Brad Cottam,TE,87,292,315.3,340,19.6
339,LV,Matt Bushman,TE,88,276,316.0,346,29.4
340,ARI,Greg Dortch,WR,146,304,305.0,306,1.0
341,LAC,KJ Hill Jr.,WR,147,312,328.3,355,17.3
342,MIN,Kene Nwangwu,RB,107,306,321.3,339,13.6
343,MIN,Dan Chisena,WR,148,307,330.8,359,20.2
344,CAR,Giovanni Ricci,TE,89,294,324.7,351,23.5
345,CIN,Clark Harris,TE,90,307,324.0,348,17.4
346,KC,Michael Burton,RB,108,308,324.0,343,14.4
347,NO,Darnell Dinkins,TE,91,313,328.0,349,15.3
348,ATL,Frank Darby,WR,149,302,334.3,354,19.8
349,GB,Malik Taylor,WR,150,309,335.8,357,17.2
350,GB,Patrick Taylor Jr.,RB,109,319,329.0,345,11.4
351,BUF,Taiwan Jones,RB,110,324,333.7,347,9.7
352,DEN,Andrew Beck,TE,92,326,336.3,352,11.3
353,IND,Keke Coutee,WR,151,319,339.5,360,20.5
354,GB,Tyler Davis,TE,93,335,342.3,353,7.7
355,DAL,Malik Turner,WR,152,333,345.0,361,11.8
356,PIT,Cody White,WR,153,336,345.3,358,9.3
357,LAR,J.J. Koski,WR,154,343,349.7,363,9.4
358,MIA,Hunter Long,TE,94,339,350.5,362,11.5
359,LAC,Andre Roberts,WR,155,344,350.7,364,9.4
360,DEN,Tyrie Cleveland,WR,156,345,351.7,365,9.4
361,DEN,Diontae Spencer,WR,157,346,353.0,366,9.2
