"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","SOS SEASON","ECR VS. ADP"
"437",12,"Nick Boyle",BAL,"TE58","8","4 out of 5 stars","-"
"438",12,"Freddie Swain",SEA,"WR151","9","1 out of 5 stars","-"
"439",12,"Cedrick Wilson",DAL,"WR152","7","1 out of 5 stars","-"
"440",12,"Chad Beebe",MIN,"WR153","7","3 out of 5 stars","-56"
"441",12,"Kahale Warring",HOU,"TE59","10","4 out of 5 stars","-"
"442",12,"Kelvin Harmon",WAS,"WR154","9","3 out of 5 stars","-"
"443",12,"Isaiah McKenzie",BUF,"WR155","7","3 out of 5 stars","-"
"444",12,"Richie James Jr.",SF,"WR156","6","5 out of 5 stars","-"
"445",12,"Ryan Griffin",NYJ,"TE60","6","3 out of 5 stars","-"
"446",12,"Richard Rodgers",PHI,"TE61","14","3 out of 5 stars","-"
"447",12,"Tim Tebow",JAC,"TE62","7","4 out of 5 stars","-207"
"448",12,"Devin Funchess",GB,"WR157","13","1 out of 5 stars","-148"
"449",12,"Kenny Stills",BUF,"WR158","7","3 out of 5 stars","-"
"450",12,"Hunter Long",MIA,"TE63","14","4 out of 5 stars","-"
"451",13,"Jace Sternberger",GB,"TE64","13","3 out of 5 stars","-"
"452",13,"Kylen Granson",IND,"TE65","14","4 out of 5 stars","-"
"453",13,"Devonta Freeman",NO,"RB118","6","2 out of 5 stars","-"
"454",13,"Marquise Goodwin",CHI,"WR159","10","3 out of 5 stars","-137"
"455",13,"Noah Gray",KC,"TE66","12","3 out of 5 stars","-"
"456",13,"Raymond Calais",LAR,"RB119","11","4 out of 5 stars","-"
"457",13,"Braxton Berrios",NYJ,"WR160","6","4 out of 5 stars","-"
"458",13,"Tre' McKitty",LAC,"TE67","7","3 out of 5 stars","-"
"459",13,"Kene Nwangwu",MIN,"RB120","7","3 out of 5 stars","-"
"460",13,"Devine Ozigbo",JAC,"RB121","7","4 out of 5 stars","-"
"461",13,"Ty Montgomery",NO,"RB122","6","2 out of 5 stars","-95"
"462",13,"Brycen Hopkins",LAR,"TE68","11","2 out of 5 stars","-"
"463",13,"Nick Vannett",NO,"TE69","6","4 out of 5 stars","-"
"464",13,"J.J. Arcega-Whiteside",PHI,"WR161","14","3 out of 5 stars","-"
"465",13,"Jeremy McNichols",TEN,"RB123","13","3 out of 5 stars","-"
"466",13,"Mitchell Trubisky",BUF,"QB44","7","1 out of 5 stars","-84"
"467",13,"Zay Jones",LV,"WR162","8","1 out of 5 stars","-"
"468",13,"Corey Clement",NYG,"RB124","10","2 out of 5 stars","-94"
"469",13,"Frank Darby",ATL,"WR163","6","4 out of 5 stars","-"
"470",13,"Ross Dwelley",SF,"TE70","6","4 out of 5 stars","-"
"471",13,"Tommy Tremble",CAR,"TE71","13","4 out of 5 stars","-"
"472",13,"D'Onta Foreman",ATL,"RB125","6","2 out of 5 stars","-183"
"473",13,"Aldrick Rosas",JAC,"K38","7","5 out of 5 stars","-"
"474",13,"Chris Manhertz",JAC,"TE72","7","4 out of 5 stars","-"
"475",13,"Marquez Stevenson",BUF,"WR164","7","3 out of 5 stars","-"
"476",13,"Frank Gore",FA,"RB126","-","-","-"
"477",13,"Travis Homer",SEA,"RB127","9","1 out of 5 stars","-"
"478",13,"Darren Fells",DET,"TE73","9","4 out of 5 stars","-"
"479",13,"Equanimeous St. Brown",GB,"WR165","13","1 out of 5 stars","-"
"480",13,"D'Ernest Johnson",CLE,"RB128","13","4 out of 5 stars","-"
"481",13,"Otis Anderson Jr.",LAR,"RB129","11","4 out of 5 stars","-"
"482",13,"Andrew Jacas",SF,"K39","6","4 out of 5 stars","-"
"483",13,"Antonio Callaway",KC,"WR166","12","3 out of 5 stars","-"
"484",13,"Jaylen Samuels",PIT,"RB130","7","5 out of 5 stars","-"
"485",13,"Marcus Mariota",LV,"QB45","8","3 out of 5 stars","-167"
"486",13,"Adam Shaheen",MIA,"TE74","14","4 out of 5 stars","-"
"487",13,"Kenny Yeboah",NYJ,"TE75","6","3 out of 5 stars","-"
"488",13,"Javon Wims",CHI,"WR167","10","3 out of 5 stars","-"
"489",13,"Shi Smith",CAR,"WR168","13","5 out of 5 stars","-154"
"490",13,"Sage Surratt",DET,"WR169","9","1 out of 5 stars","-"
"491",13,"Alec Ingold",LV,"RB131","8","2 out of 5 stars","-"
"492",13,"Simi Fehoko",DAL,"WR170","7","1 out of 5 stars","-"
"493",13,"C.J. Ham",MIN,"RB132","7","3 out of 5 stars","-"
"494",13,"Ameer Abdullah",MIN,"RB133","7","3 out of 5 stars","-196"
"495",13,"LeSean McCoy",FA,"RB134","-","-","-"
"496",13,"Jacques Patrick",CIN,"RB135","10","3 out of 5 stars","-"
"497",13,"Cameron Batson",TEN,"WR171","13","3 out of 5 stars","-"
"498",13,"Jakeem Grant Sr.",MIA,"WR172","14","3 out of 5 stars","-"
"499",13,"Sam Ehlinger",IND,"QB46","14","4 out of 5 stars","-"
"500",13,"Christian Blake",ATL,"WR173","6","4 out of 5 stars","-"
"501",13,"Patrick Ricard",BAL,"RB136","8","4 out of 5 stars","-"
"502",13,"Jauan Jennings",SF,"WR174","6","5 out of 5 stars","-"
"503",13,"Hunter Bryant",DET,"TE76","9","4 out of 5 stars","-"
"504",13,"J.J. Taylor",NE,"RB137","14","3 out of 5 stars","-"
"505",13,"Phillip Dorsett II",JAC,"WR175","7","5 out of 5 stars","-"
"506",13,"Seth Williams",DEN,"WR176","11","4 out of 5 stars","-"
"507",13,"Trey Burton",FA,"TE77","-","-","-"
"508",13,"Darrell Daniels",ARI,"TE78","12","2 out of 5 stars","-"
"509",13,"Cade Johnson",SEA,"WR177","9","1 out of 5 stars","-"
"510",13,"Michael Burton",KC,"RB138","12","4 out of 5 stars","-"
"511",13,"JaMycal Hasty",SF,"RB139","6","3 out of 5 stars","-"
"512",13,"John Hightower",PHI,"WR178","14","3 out of 5 stars","-"
"513",13,"Gunner Olszewski",NE,"WR179","14","4 out of 5 stars","-"
"514",13,"Demetric Felton",CLE,"WR180","13","1 out of 5 stars","-166"
"515",13,"Juwan Johnson",NO,"WR181","6","4 out of 5 stars","-"
"516",13,"Isaiah Coulter",HOU,"WR182","10","3 out of 5 stars","-"
"517",13,"Jaelon Darden",TB,"WR183","9","2 out of 5 stars","-"
"518",13,"Ray-Ray McCloud",PIT,"WR184","7","2 out of 5 stars","-"
"519",13,"Jakob Johnson",NE,"RB140","14","3 out of 5 stars","-"
"520",13,"Jonathan Ward",ARI,"RB141","12","3 out of 5 stars","-"
"521",13,"Pooka Williams Jr.",CIN,"RB142","10","3 out of 5 stars","-276"
"522",13,"Chris Hogan",NO,"WR185","6","4 out of 5 stars","-"
"523",13,"Keith Smith",ATL,"RB143","6","2 out of 5 stars","-"
"524",13,"Charlie Woerner",SF,"TE79","6","4 out of 5 stars","-"
"525",14,"Antonio Williams",BUF,"RB144","7","3 out of 5 stars","-"
"526",14,"Mekhi Sargent",TEN,"RB145","13","3 out of 5 stars","-"
"527",14,"Johnny Stanton",CLE,"RB146","13","4 out of 5 stars","-"
"528",14,"Dedrick Mills",DET,"RB147","9","0 out of 5 stars","-"
"529",14,"Derek Watt",PIT,"RB148","7","5 out of 5 stars","-"
"530",14,"Kellen Mond",MIN,"QB47","7","3 out of 5 stars","-"
"531",14,"Tommy Sweeney",BUF,"TE80","7","2 out of 5 stars","-"
"532",14,"Garrett Gilbert",DAL,"QB48","7","2 out of 5 stars","-"
"533",14,"Lamar Miller",WAS,"RB149","9","3 out of 5 stars","-"
"534",14,"Josh Oliver",BAL,"TE81","8","4 out of 5 stars","-"
"535",14,"Phillip Walker",CAR,"QB49","13","4 out of 5 stars","-"
"536",14,"Nick Foles",CHI,"QB50","10","2 out of 5 stars","-"
"537",14,"Brandon Bolden",NE,"RB150","14","3 out of 5 stars","-"
"538",14,"Jarrett Stidham",NE,"QB51","14","5 out of 5 stars","-"
"539",14,"Dontrell Hilliard",HOU,"RB151","10","4 out of 5 stars","-"
