"RK","PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV"
"1","Derrick Henry",TEN,"RB1","1","1","1.0","0.0"
"2","Alvin Kamara",NO,"RB2","2","3","2.3","0.5"
"3","Austin Ekeler",LAC,"RB3","2","11","3.8","2.3"
"4","Davante Adams",GB,"WR1","3","9","4.5","1.4"
"5","Cooper Kupp",LAR,"WR2","4","10","6.3","2.0"
"6","Travis Kelce",KC,"TE1","6","7","6.8","0.4"
"7","Nick Chubb",CLE,"RB4","6","17","7.8","2.8"
"8","Joe Mixon",CIN,"RB5","3","11","8.1","2.4"
"9","Tyreek Hill",KC,"WR3","4","13","8.2","2.5"
"10","Stefon Diggs",BUF,"WR4","5","12","9.4","1.5"
"11","Aaron Jones",GB,"RB6","6","17","10.9","3.6"
"12","D.K. Metcalf",SEA,"WR5","10","22","13.7","3.2"
"13","Darren Waller",LV,"TE2","14","18","14.3","1.1"
"14","Najee Harris",PIT,"RB7","11","22","16.3","3.3"
"15","Justin Jefferson",MIN,"WR6","12","28","16.7","3.8"
"16","D.J. Moore",CAR,"WR7","13","25","17.4","3.5"
"17","Calvin Ridley",ATL,"WR8","13","28","19.3","4.1"
"18","Keenan Allen",LAC,"WR9","11","30","19.6","6.3"
"19","CeeDee Lamb",DAL,"WR10","12","41","19.9","7.8"
"20","Jonathan Taylor",IND,"RB8","17","26","20.1","2.9"
"21","D'Andre Swift",DET,"RB9","18","29","22.1","3.0"
"22","Tyler Lockett",SEA,"WR11","13","31","23.0","5.3"
"23","Terry McLaurin",WAS,"WR12","12","32","23.1","5.8"
"24","David Montgomery",CHI,"RB10","17","27","23.7","2.4"
"25","Ezekiel Elliott",DAL,"RB11","18","33","23.7","3.8"
"26","Chris Carson",SEA,"RB12","22","36","25.5","3.6"
"27","Antonio Gibson",WAS,"RB13","22","28","25.8","1.7"
"28","Saquon Barkley",NYG,"RB14","20","51","28.8","8.3"
"29","DeAndre Hopkins",ARI,"WR13","20","38","29.0","3.7"
"30","Mike Williams",LAC,"WR14","16","39","30.2","6.7"
"31","Chris Godwin",TB,"WR15","21","34","30.5","3.2"
"32","Adam Thielen",MIN,"WR16","28","41","33.5","3.6"
"33","Amari Cooper",DAL,"WR17","30","39","33.6","2.9"
"34","Deebo Samuel",SF,"WR18","32","38","34.1","1.7"
"35","Ja'Marr Chase",CIN,"WR19","31","48","36.8","4.7"
"36","Miles Sanders",PHI,"RB15","27","51","37.8","6.9"
"37","Clyde Edwards-Helaire",KC,"RB16","26","50","37.9","5.9"
"38","Mike Evans",TB,"WR20","34","43","39.6","2.5"
"39","Julio Jones",TEN,"WR21","30","76","40.9","11.0"
"40","Kareem Hunt",CLE,"RB17","37","56","43.5","6.8"
"41","James Robinson",JAC,"RB18","37","54","43.6","5.3"
"42","Courtland Sutton",DEN,"WR22","39","61","44.7","5.1"
"43","Allen Robinson II",CHI,"WR23","39","61","44.9","5.3"
"44","George Kittle",SF,"TE3","44","60","47.5","5.8"
"45","Brandin Cooks",HOU,"WR24","41","62","48.2","5.3"
"46","Robert Woods",LAR,"WR25","46","52","48.2","1.8"
"47","Marquise Brown",BAL,"WR26","39","57","48.7","5.0"
"48","Chuba Hubbard",CAR,"RB19","36","59","49.4","8.5"
"49","Chase Claypool",PIT,"WR27","43","63","49.4","4.4"
"50","Myles Gaskin",MIA,"RB20","42","61","52.7","5.8"
"51","Marvin Jones Jr.",JAC,"WR28","43","63","53.4","6.3"
"52","Tyler Boyd",CIN,"WR29","46","66","54.4","5.5"
"53","Chase Edmonds",ARI,"RB21","50","64","54.8","4.3"
"54","Odell Beckham Jr.",CLE,"WR30","49","72","55.4","5.8"
"55","Melvin Gordon III",DEN,"RB22","51","64","56.7","4.8"
"56","T.J. Hockenson",DET,"TE4","44","79","57.7","8.7"
"57","Damien Harris",NE,"RB23","54","81","62.3","9.4"
"58","Javonte Williams",DEN,"RB24","58","83","63.6","7.4"
"59","Alexander Mattison",MIN,"RB25","33","110","64.4","21.4"
"60","Michael Pittman Jr.",IND,"WR31","57","75","64.7","4.6"
"61","Antonio Brown",TB,"WR32","48","95","65.5","12.6"
"62","Corey Davis",NYJ,"WR33","63","72","66.5","2.6"
"63","DeVonta Smith",PHI,"WR34","55","99","67.6","14.1"
"64","Jakobi Meyers",NE,"WR35","57","84","67.7","7.5"
"65","Mike Davis",ATL,"RB26","64","87","69.2","6.4"
"66","Tee Higgins",CIN,"WR36","43","138","69.5","27.7"
"67","Mark Andrews",BAL,"TE5","55","79","69.5","5.6"
"68","JuJu Smith-Schuster",PIT,"WR37","55","89","69.8","9.9"
"69","Cole Beasley",BUF,"WR38","62","77","70.2","4.1"
"70","D.J. Chark Jr.",JAC,"WR39","58","114","71.3","13.1"
"71","Robby Anderson",CAR,"WR40","62","89","72.1","9.6"
"72","Kenny Golladay",NYG,"WR41","66","84","72.2","5.1"
"73","Zack Moss",BUF,"RB27","56","90","74.0","9.8"
"74","Ty'Son Williams",BAL,"RB28","67","107","77.3","10.8"
"75","Jaylen Waddle",MIA,"WR42","69","84","78.3","4.3"
"76","Logan Thomas",WAS,"TE6","71","87","79.5","5.4"
"77","Noah Fant",DEN,"TE7","76","87","80.5","2.6"
"78","Brandon Aiyuk",SF,"WR43","57","104","80.7","13.1"
"79","Tim Patrick",DEN,"WR44","72","94","81.1","6.5"
"80","Trey Sermon",SF,"RB29","65","122","81.5","12.8"
"81","Jamaal Williams",DET,"RB30","72","97","81.9","5.7"
"82","Leonard Fournette",TB,"RB31","74","107","82.9","9.9"
"83","Nyheim Hines",IND,"RB32","56","105","83.3","10.5"
