"RK","PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV"
"216","Geoff Swaim",TEN,"TE39","189","216","204.6","9.3"
"217","Jonathan Ward",ARI,"RB73","207","243","223.6","10.2"
"218","Artavis Pierce",CHI,"RB74","211","250","224.5","10.1"
"219","Trinity Benson",DET,"WR106","199","259","212.0","15.9"
"220","Patrick Ricard",BAL,"RB75","192","249","225.3","14.6"
"221","Pharaoh Brown",HOU,"TE40","185","216","201.7","8.1"
"222","Alec Ingold",LV,"RB76","195","246","220.1","14.6"
"223","Marcedes Lewis",GB,"TE41","186","215","197.8","8.5"
"224","Boston Scott",PHI,"RB77","210","270","227.7","15.7"
"225","Durham Smythe",MIA,"TE42","185","220","205.2","9.7"
"226","Foster Moreau",LV,"TE43","187","216","206.0","8.8"
"227","Denzel Mims",NYJ,"WR107","192","221","208.1","9.2"
"228","Penny Hart",SEA,"WR108","208","231","220.3","6.9"
"229","Chris Hogan",NO,"WR109","207","226","215.1","6.5"
"230","Nick Westbrook-Ikhine",TEN,"WR110","109","222","166.0","40.1"
"231","Josh Oliver",BAL,"TE44","209","220","215.5","3.3"
"232","Dax Milne",WAS,"WR111","207","239","226.2","8.3"
"233","Jimmy Graham",CHI,"TE45","206","240","222.0","10.7"
"234","Travis Benjamin",SF,"WR112","208","230","218.8","7.5"
"235","John Kelly",CLE,"RB78","189","236","204.8","16.4"
"236","Tyler Kroft",NYJ,"TE46","213","240","225.0","7.3"
"237","Tyrell Williams",DET,"WR113","136","209","179.8","26.8"
"238","Lee Smith",ATL,"TE47","220","225","222.4","1.9"
"239","Marquez Valdes-Scantling",GB,"WR114","196","234","208.5","12.4"
"240","Jeff Wilson Jr.",SF,"RB79","143","229","198.0","30.1"
"241","Willie Snead IV",LV,"WR115","202","241","218.3","11.5"
"242","Charlie Woerner",SF,"TE48","216","233","224.8","5.7"
"243","Noah Gray",KC,"TE49","218","246","226.9","9.1"
"244","Rex Burkhead",HOU,"RB80","222","271","238.4","13.9"
"245","JaMycal Hasty",SF,"RB81","203","237","222.7","10.1"
"246","Phillip Dorsett II",SEA,"WR116","207","257","223.4","14.9"
"247","Ashton Dulin",IND,"WR117","215","231","224.9","5.3"
"248","Sammy Watkins",BAL,"WR118","144","200","177.0","23.9"
"249","Danny Amendola",HOU,"WR119","160","272","223.2","33.7"
"250","Trent Sherfield",SF,"WR120","176","226","201.8","20.4"
"251","Mike Boone",DEN,"RB82","220","240","229.4","7.5"
"252","Christian Blake",ATL,"WR121","217","262","230.1","14.2"
"253","Eno Benjamin",ARI,"RB83","219","252","230.1","11.1"
"254","Ryan Nall",CHI,"RB84","187","250","217.4","25.0"
"255","Devine Ozigbo",NO,"RB85","221","242","231.6","7.4"
"256","C.J. Board",NYG,"WR122","167","252","209.8","30.1"
"257","Shi Smith",CAR,"WR123","219","275","236.4","17.0"
"258","Darrynton Evans",TEN,"RB86","203","253","223.8","18.6"
"259","Geronimo Allison",DET,"WR124","221","281","238.1","18.3"
"260","Amari Rodgers",GB,"WR125","220","264","236.0","13.1"
"261","Jake Funk",LAR,"RB87","202","247","224.8","14.8"
"262","Kylen Granson",IND,"TE50","232","254","240.3","6.8"
"263","Jerry Jeudy",DEN,"WR126","147","200","173.5","26.5"
"264","J.J. Arcega-Whiteside",PHI,"WR127","227","276","240.4","15.8"
"265","Isaiah Ford",MIA,"WR128","208","244","222.8","15.4"
"266","Jakeem Grant Sr.",CHI,"WR129","205","239","216.7","15.8"
"267","John Brown",DEN,"WR130","208","232","220.7","9.8"
"268","Eric Saubert",DEN,"TE51","235","253","243.5","5.8"
"269","Kaden Smith",NYG,"TE52","236","252","245.3","6.4"
"270","Josiah Deguara",GB,"TE53","236","260","245.8","7.4"
"271","Darren Fells",DET,"TE54","237","257","248.5","8.1"
"272","Jacob Harris",LAR,"TE55","239","265","249.0","8.9"
"273","Colby Parkinson",SEA,"TE56","240","268","252.7","9.8"
"274","Antony Auclair",HOU,"TE57","239","256","250.4","6.2"
"275","Darrell Daniels",ARI,"TE58","243","278","257.6","11.3"
"276","John Bates",WAS,"TE59","246","282","259.7","11.9"
"277","Drew Sample",CIN,"TE60","244","273","257.0","9.3"
"278","Demetrius Harris",ARI,"TE61","242","274","257.4","10.4"
"279","Hunter Long",MIA,"TE62","246","280","260.6","11.0"
"280","Deon Yelder",TB,"TE63","245","279","261.4","10.8"
"281","Cethan Carter",MIA,"TE64","248","283","263.0","11.5"
