"RK","PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV"
"277","Tavon Austin",JAC,"WR135","175","213","197.0","16.1"
"278","Shi Smith",CAR,"WR136","245","265","256.3","7.2"
"279","Artavis Pierce",CHI,"RB87","230","300","258.2","30.7"
"280","Josiah Deguara",GB,"TE57","246","282","267.4","11.9"
"281","Isaiah Ford",MIA,"WR137","251","281","262.2","10.0"
"282","Stephen Anderson",LAC,"TE58","259","277","269.9","5.2"
"283","Phillip Dorsett II",SEA,"WR138","251","279","262.5","9.5"
"284","Rhamondre Stevenson",NE,"RB88","201","314","253.4","40.5"
"285","Keith Kirkwood",CAR,"WR139","186","231","213.3","19.6"
"286","Lil'Jordan Humphrey",NO,"WR140","240","266","254.8","9.0"
"287","Jauan Jennings",SF,"WR141","258","286","266.5","9.3"
"288","Antony Auclair",HOU,"TE59","262","281","273.6","5.8"
"289","Alex Armah Jr.",NO,"RB89","234","302","266.8","26.9"
"290","Kevin White",NO,"WR142","257","289","267.2","10.6"
"291","Noah Brown",DAL,"WR143","254","276","268.0","8.1"
"292","Chris Manhertz",JAC,"TE60","261","291","275.3","8.6"
"293","Luke Farrell",JAC,"TE61","260","293","276.0","9.3"
"294","Logan Thomas",WAS,"TE62","123","243","183.0","60.0"
"295","Jonathan Ward",ARI,"RB90","232","297","262.2","28.1"
"296","Geronimo Allison",DET,"WR144","262","290","273.0","9.3"
"297","Malik Taylor",GB,"WR145","217","263","232.3","21.7"
"298","Blake Bell",KC,"TE63","265","288","279.6","7.2"
"299","Colby Parkinson",SEA,"TE64","263","297","280.0","10.0"
"300","Johnny Stanton",CLE,"RB91","238","312","274.3","29.8"
"301","Laquon Treadwell",JAC,"WR146","261","300","274.3","13.0"
"302","Khari Blasingame",TEN,"RB92","233","305","266.8","30.8"
"303","Noah Gray",KC,"TE65","264","298","281.7","10.5"
"304","Kylen Granson",IND,"TE66","266","296","282.3","8.9"
"305","Darren Fells",DET,"TE67","267","293","282.4","7.9"
"306","Keith Smith",ATL,"RB93","235","313","270.2","32.5"
"307","Jesse James",CHI,"TE68","270","297","283.3","8.8"
"308","Jakob Johnson",NE,"RB94","236","314","271.2","32.5"
"309","Adam Shaheen",MIA,"TE69","269","292","284.3","7.6"
"310","Ameer Abdullah",CAR,"RB95","237","315","272.2","32.5"
"311","Trayveon Williams",CIN,"RB96","238","323","274.6","34.4"
"312","Eric Saubert",DEN,"TE70","268","302","285.7","10.5"
"313","Buddy Howell",LAR,"RB97","240","317","274.8","32.5"
"314","Cullen Gillaspia",NYG,"RB98","241","318","275.8","32.5"
"315","Trenton Cannon",SF,"RB99","242","319","276.8","32.5"
"316","Derrick Gore",KC,"RB100","243","320","277.8","32.5"
"317","Zach Gentry",PIT,"TE71","271","303","288.6","10.2"
"318","Drew Sample",CIN,"TE72","273","303","290.1","9.7"
"319","Trevon Wesco",NYJ,"TE73","272","307","290.4","11.3"
"320","Demetrius Harris",ARI,"TE74","274","309","292.3","11.2"
"321","Jermar Jefferson",DET,"RB101","242","321","286.3","32.3"
"322","Tevin Coleman",NYJ,"RB102","217","308","262.5","45.5"
"323","Mike Boone",DEN,"RB103","234","311","272.5","38.5"
"324","Alex Erickson",CAR,"WR147","266","298","282.0","16.0"
"325","Jack Stoll",PHI,"TE75","256","310","283.0","27.0"
"326","Tom Kennedy",DET,"WR148","263","304","283.5","20.5"
"327","Braxton Berrios",NYJ,"WR149","289","296","292.5","3.5"
"328","Kaden Smith",NYG,"TE76","298","299","298.5","0.5"
