"RK","PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV"
"199","Chris Carson",SEA,"RB68","177","224","193.4","16.7"
"200","DeSean Jackson",LV,"WR97","175","205","196.1","10.8"
"201","Ray-Ray McCloud",PIT,"WR98","194","237","207.5","17.3"
"202","Josh Gordon",KC,"WR99","204","218","207.8","6.0"
"203","Joshua Kelley",LAC,"RB69","165","222","209.8","18.6"
"204","Braxton Berrios",NYJ,"WR100","202","225","209.8","9.0"
"205","Antoine Wesley",ARI,"WR101","208","214","209.8","2.5"
"206","Larry Rountree III",LAC,"RB70","207","219","212.5","3.5"
"207","Josh Reynolds",FA,"WR102","189","195","193.0","2.0"
"208","Kevin White",NO,"WR103","212","219","214.0","2.9"
"209","Marcus Johnson",TEN,"WR104","192","263","214.5","28.1"
"210","Jermar Jefferson",DET,"RB71","219","236","224.4","6.3"
"211","Travis Homer",SEA,"RB72","178","224","210.3","20.4"
"212","Demetric Felton",CLE,"RB73","196","207","199.5","5.0"
"213","Devine Ozigbo",JAC,"RB74","200","258","220.3","22.2"
"214","Greg Ward",PHI,"WR105","210","252","220.6","18.1"
"215","Alex Armah Jr.",NO,"RB75","211","244","221.9","13.0"
"216","La'Mical Perine",NYJ,"RB76","208","251","223.8","15.9"
"217","Amari Rodgers",GB,"WR106","209","209","209.0","0.0"
"218","Patrick Ricard",BAL,"RB77","218","221","219.1","1.1"
"219","Tevin Coleman",NYJ,"RB78","197","224","219.4","9.2"
"220","Isaiah Ford",MIA,"WR107","212","214","213.3","0.8"
"221","C.J. Ham",MIN,"RB79","205","219","215.5","4.8"
"222","Patrick Laird",MIA,"RB80","211","228","225.0","5.8"
"223","DeeJay Dallas",SEA,"RB81","225","229","227.0","1.5"
"224","Alec Ingold",LV,"RB82","216","222","219.3","2.1"
"225","Jakob Johnson",NE,"RB83","216","224","220.7","2.8"
"226","Dare Ogunbowale",JAC,"RB84","228","230","229.0","0.8"
"227","Benny Snell Jr.",PIT,"RB85","225","240","230.0","6.4"
"228","Marcedes Lewis",GB,"TE36","183","204","195.3","9.1"
"229","Gerald Everett",SEA,"TE37","161","200","174.0","18.4"
"230","Justin Jackson",LAC,"RB86","226","246","233.3","8.2"
"231","Kalen Ballage",PIT,"RB87","231","241","233.9","4.5"
"232","Marlon Mack",IND,"RB88","230","245","234.3","6.8"
"233","Wayne Gallman Jr.",ATL,"RB89","232","247","236.3","6.8"
"234","Curtis Samuel",WAS,"WR108","213","214","213.3","0.4"
"235","Ricky Seals-Jones",WAS,"TE38","189","202","193.3","6.1"
"236","Preston Williams",MIA,"WR109","156","156","156.0","0.0"
"237","Geoff Swaim",TEN,"TE39","158","158","158.0","0.0"
"238","James Proche II",BAL,"WR110","214","254","230.2","19.4"
"239","Cameron Brate",TB,"TE40","194","202","199.3","3.8"
"240","Harrison Bryant",CLE,"TE41","168","168","168.0","0.0"
"241","Freddie Swain",SEA,"WR111","171","171","171.0","0.0"
"242","Adam Humphries",WAS,"WR112","182","182","182.0","0.0"
"243","N'Keal Harry",NE,"WR113","192","192","192.0","0.0"
"244","Ian Thomas",CAR,"TE42","200","200","200.0","0.0"
"245","Trinity Benson",DET,"WR114","201","201","201.0","0.0"
"246","KhaDarel Hodge",DET,"WR115","207","207","207.0","0.0"
"247","Kendall Hinton",DEN,"WR116","209","209","209.0","0.0"
"248","Josiah Deguara",GB,"TE43","213","213","213.0","0.0"
"249","Chris Herndon IV",MIN,"TE44","204","250","234.7","21.7"
"250","MyCole Pruitt",TEN,"TE45","215","215","215.0","0.0"
"251","Blake Bell",KC,"TE46","216","216","216.0","0.0"
"252","Stephen Anderson",LAC,"TE47","217","217","217.0","0.0"
"253","Willie Snead IV",CAR,"WR117","221","221","221.0","0.0"
"254","Nick Boyle",BAL,"TE48","222","222","222.0","0.0"
"255","Jaelon Darden",TB,"WR118","223","223","223.0","0.0"
"256","Will Dissly",SEA,"TE49","224","224","224.0","0.0"
"257","Cam Sims",WAS,"WR119","226","226","226.0","0.0"
"258","Luke Farrell",JAC,"TE50","227","227","227.0","0.0"
"259","Durham Smythe",MIA,"TE51","228","228","228.0","0.0"
"260","Dax Milne",WAS,"WR120","231","231","231.0","0.0"
"261","Zach Gentry",PIT,"TE52","232","232","232.0","0.0"
"262","Isaiah McKenzie",BUF,"WR121","233","233","233.0","0.0"
"263","Noah Brown",DAL,"WR122","234","234","234.0","0.0"
"264","Penny Hart",SEA,"WR123","235","235","235.0","0.0"
"265","Christian Blake",ATL,"WR124","238","238","238.0","0.0"
"266","Lee Smith",ATL,"TE53","239","239","239.0","0.0"
"267","Adam Shaheen",MIA,"TE54","242","242","242.0","0.0"
"268","Garrett Griffin",NO,"TE55","243","243","243.0","0.0"
"269","Laquon Treadwell",JAC,"WR125","248","248","248.0","0.0"
"270","Juwan Johnson",NO,"TE56","249","249","249.0","0.0"
"271","Kirk Merritt",MIA,"WR126","253","253","253.0","0.0"
"272","Dede Westbrook",MIN,"WR127","255","255","255.0","0.0"
"273","Kylen Granson",IND,"TE57","256","256","256.0","0.0"
"274","Luke Stocker",MIN,"TE58","257","257","257.0","0.0"
"275","Jack Stoll",PHI,"TE59","259","259","259.0","0.0"
"276","Dominique Dafney",GB,"TE60","260","260","260.0","0.0"
"277","Colby Parkinson",SEA,"TE61","261","261","261.0","0.0"
"278","Chris Manhertz",JAC,"TE62","262","262","262.0","0.0"
"279","Jauan Jennings",SF,"WR128","264","264","264.0","0.0"
"280","Ross Dwelley",SF,"TE63","265","265","265.0","0.0"
"281","Noah Gray",KC,"TE64","266","266","266.0","0.0"
"282","Josh Oliver",BAL,"TE65","267","267","267.0","0.0"
"283","Darrell Daniels",ARI,"TE66","268","268","268.0","0.0"
"284","Eric Saubert",DEN,"TE67","269","269","269.0","0.0"
"285","Charlie Woerner",SF,"TE68","270","270","270.0","0.0"
"286","Kahale Warring",BUF,"TE69","271","271","271.0","0.0"
"287","Eric Tomlinson",BAL,"TE70","272","272","272.0","0.0"
"288","Trevon Wesco",NYJ,"TE71","273","273","273.0","0.0"
"289","Cethan Carter",MIA,"TE72","274","274","274.0","0.0"
"290","Jeremy Sprinkle",DAL,"TE73","275","275","275.0","0.0"
"291","Sean McKeon",DAL,"TE74","276","276","276.0","0.0"
